scenario      C1            C2            C3            C4            t2           CA2         HP0_1_1       HP0_1_2       HP0_1_3       HP0_1_4       HM1_1_1       HM1_1_2       HM1_1_3       HM1_1_4       HV1_1_1       HV1_1_2       HV1_1_3       HV1_1_4       HMO_1_1       HMO_1_2       HMO_1_3       HMO_1_4      FP0_1_1&2     FP0_1_1&3     FP0_1_1&4     FP0_1_2&3     FP0_1_2&4     FP0_1_3&4     FM1_1_1&2     FM1_1_1&3     FM1_1_1&4     FM1_1_2&3     FM1_1_2&4     FM1_1_3&4     FV1_1_1&2     FV1_1_1&3     FV1_1_1&4     FV1_1_2&3     FV1_1_2&4     FV1_1_3&4     FMO_1_1&2     FMO_1_1&3     FMO_1_1&4     FMO_1_2&3     FMO_1_2&4     FMO_1_3&4     NP0_1_1&2     NP0_1_1&3     NP0_1_1&4     NP0_1_2&3     NP0_1_2&4     NP0_1_3&4     NM1_1_1&2     NM1_1_1&3     NM1_1_1&4     NM1_1_2&3     NM1_1_2&4     NM1_1_3&4     NV1_1_1&2     NV1_1_1&3     NV1_1_1&4     NV1_1_2&3     NV1_1_2&4     NV1_1_3&4     NMO_1_1&2     NMO_1_1&3     NMO_1_1&4     NMO_1_2&3     NMO_1_2&4     NMO_1_3&4   
  1            1444          3507          9641          2924          1367          9367      0.662681      0.482246      0.412319      0.564855      0.279383      0.236208      0.234378      0.282606      0.030462      0.029350      0.026606      0.027337      0.094241      0.122297      0.137740      0.122975      0.409783      0.391304      0.507971      0.381884      0.475362      0.479348      0.156744      0.180457      0.230878      0.109306      0.151189      0.101287      0.034682      0.034731      0.047464      0.014195      0.027105      0.014593      0.092627      0.109843      0.113599      0.067564      0.079320      0.058167      0.353261      0.303261      0.427899      0.212681      0.319565      0.279348      0.077496      0.066053      0.095350      0.033218      0.054160      0.041798      0.024683      0.020425      0.027953      0.006200      0.012504      0.008104      0.050120      0.046022      0.054585      0.026153      0.036911      0.030228
  2            8896          3667          7692          4856          6131          3329      0.576087      0.772101      0.730072      0.774638      0.135881      0.205514      0.200619      0.203486      0.020426      0.030082      0.023744      0.025063      0.057602      0.046836      0.054153      0.045858      0.485507      0.539493      0.569928      0.606884      0.638406      0.657246      0.120952      0.136550      0.142044      0.182354      0.195948      0.137316      0.030553      0.026187      0.034260      0.040519      0.051686      0.036314      0.062317      0.062882      0.061089      0.071686      0.070854      0.054578      0.385870      0.357609      0.390580      0.534058      0.572101      0.543478      0.045266      0.030072      0.037088      0.063868      0.081334      0.061114      0.017995      0.008127      0.014479      0.024449      0.036085      0.025275      0.027799      0.019318      0.022602      0.029759      0.034803      0.027900
  1            9346          8462          4763          1249          1061          7942      0.402174      0.422464      0.611957      0.754710      0.171734      0.181484      0.253709      0.301624      0.027609      0.026935      0.026806      0.025835      0.102667      0.104814      0.098450      0.073985      0.368116      0.583696      0.588043      0.552174      0.573551      0.633333      0.041361      0.084159      0.131396      0.079630      0.130864      0.147951      0.002812      0.009214      0.025464      0.008382      0.026118      0.028778      0.026225      0.035036      0.054129      0.035689      0.055807      0.058912      0.147101      0.290580      0.343841      0.303623      0.361594      0.534420      0.009689      0.017902      0.042824      0.018221      0.047479      0.071567      0.000796      0.002355      0.011714      0.002121      0.013614      0.020496      0.008264      0.012726      0.028100      0.012688      0.030311      0.033372
  1            4900          6659          3731          4762          5016           886      0.696377      0.636232      0.815580      0.790580      0.130348      0.122138      0.203459      0.178901      0.020313      0.017334      0.023668      0.020611      0.039577      0.044430      0.037522      0.037465      0.430435      0.663406      0.634058      0.631522      0.603623      0.713043      0.080026      0.158164      0.139349      0.139985      0.122121      0.122578      0.015870      0.036924      0.028755      0.033563      0.024871      0.027608      0.045638      0.053237      0.050994      0.051581      0.048406      0.040237      0.352536      0.527174      0.500725      0.469203      0.443478      0.622101      0.022041      0.038114      0.029962      0.034356      0.026419      0.046644      0.007213      0.013925      0.009438      0.013433      0.008508      0.016647      0.014271      0.018021      0.014959      0.018236      0.014703      0.017627
  2            2188          7953          7416          2046          6476          4576      0.815580      0.548913      0.642391      0.867029      0.210024      0.165983      0.220985      0.240696      0.030623      0.024659      0.025387      0.027285      0.038733      0.074873      0.079026      0.032006      0.425725      0.530797      0.712319      0.425000      0.576812      0.600362      0.158938      0.254648      0.349725      0.153617      0.207643      0.207492      0.051506      0.067013      0.117512      0.032213      0.068761      0.068174      0.091389      0.119482      0.100609      0.088330      0.087872      0.091266      0.387319      0.476449      0.662319      0.261957      0.427536      0.518116      0.081149      0.103371      0.210567      0.044149      0.095972      0.116388      0.040985      0.050010      0.115665      0.014351      0.050496      0.059375      0.049719      0.054120      0.071104      0.032584      0.054940      0.056085
  2            3566          9234          3561          9506           441          7327      0.422101      0.325000      0.536232      0.470652      0.203834      0.181301      0.252783      0.232228      0.028410      0.027952      0.025037      0.026614      0.117796      0.122378      0.117233      0.122929      0.375362      0.577899      0.571014      0.597101      0.606884      0.636594      0.035733      0.079848      0.063977      0.056379      0.046188      0.055350      0.002200      0.007690      0.004686      0.003884      0.002338      0.004649      0.022320      0.033704      0.027445      0.022715      0.018157      0.022882      0.164130      0.310507      0.278623      0.236957      0.217391      0.366304      0.009695      0.018435      0.012381      0.011425      0.008771      0.018452      0.000863      0.002328      0.001158      0.000902      0.000640      0.002021      0.008111      0.012711      0.008936      0.008734      0.006877      0.011740
  2            6567          5227          7162          7897          2522           214      0.675362      0.720652      0.794565      0.789130      0.070066      0.087528      0.118351      0.114951      0.007336      0.009674      0.008415      0.009004      0.022746      0.024451      0.024313      0.024240      0.530797      0.673188      0.666304      0.662319      0.655797      0.727899      0.043735      0.079314      0.078559      0.070222      0.069326      0.045746      0.003985      0.007525      0.008176      0.005929      0.006358      0.003817      0.020584      0.025921      0.026215      0.023713      0.023862      0.015232      0.401812      0.475725      0.469565      0.522101      0.515942      0.588768      0.004306      0.004106      0.004789      0.004858      0.005208      0.005694      0.000377      0.000287      0.000415      0.000312      0.000350      0.000305      0.002576      0.002153      0.002540      0.002322      0.002521      0.002342
  2            6060          6884          9384          2118          5908          7449      0.631884      0.615217      0.636594      0.863768      0.198931      0.187578      0.224865      0.264435      0.030744      0.028052      0.027122      0.027189      0.073230      0.072177      0.081717      0.036024      0.405435      0.496015      0.632971      0.481159      0.619565      0.619928      0.137709      0.176532      0.246632      0.157628      0.232182      0.207676      0.033885      0.038967      0.074703      0.035381      0.072967      0.064361      0.081927      0.088970      0.090521      0.081784      0.088330      0.087585      0.328623      0.367391      0.518116      0.349275      0.501449      0.532971      0.060221      0.058712      0.118986      0.052784      0.113984      0.117691      0.022671      0.020404      0.057912      0.018220      0.056746      0.053520      0.040453      0.037142      0.057338      0.034348      0.056827      0.054965
  2            5757          2366          9782          8381          1148          2462      0.549275      0.700362      0.621739      0.665942      0.147802      0.197767      0.176721      0.195046      0.025289      0.029827      0.023649      0.026074      0.066618      0.059258      0.066847      0.065157      0.503261      0.569928      0.605435      0.569203      0.606884      0.682246      0.072059      0.068925      0.073060      0.090138      0.096121      0.042347      0.010636      0.005470      0.007003      0.011332      0.012428      0.004435      0.035899      0.029643      0.028827      0.038831      0.037787      0.016908      0.369565      0.327174      0.369928      0.444565      0.489130      0.451449      0.020958      0.010887      0.012316      0.021513      0.025007      0.012782      0.004503      0.001322      0.001546      0.004012      0.004544      0.001715      0.013213      0.007329      0.007760      0.011949      0.012776      0.007039
  1            7390          6279          8208          8259          5683          6566      0.637681      0.667391      0.691667      0.700725      0.185562      0.186302      0.230723      0.224118      0.028400      0.027760      0.027864      0.025604      0.067233      0.061966      0.071139      0.067073      0.463406      0.550725      0.557609      0.552174      0.556522      0.599275      0.123301      0.167765      0.173259      0.162242      0.168942      0.136179      0.027198      0.036399      0.038132      0.035399      0.038167      0.032183      0.066207      0.075373      0.076648      0.072656      0.074922      0.061281      0.385145      0.413406      0.424275      0.439855      0.450000      0.479348      0.048749      0.050860      0.056217      0.052521      0.059857      0.061139      0.016610      0.016865      0.020032      0.017075      0.021786      0.021319      0.029974      0.029853      0.032366      0.029419      0.032921      0.031832
  2            8808           971          7480          9249           533          8238      0.285870      0.648551      0.460870      0.451087      0.179544      0.275728      0.237487      0.233944      0.028088      0.027667      0.026328      0.026052      0.128218      0.096904      0.128036      0.128415      0.411594      0.575000      0.560870      0.478986      0.475362      0.636594      0.087486      0.052785      0.052952      0.127476      0.128226      0.043625      0.012377      0.002932      0.003057      0.017440      0.017949      0.002620      0.051541      0.022434      0.023253      0.066417      0.067272      0.018240      0.223913      0.165942      0.155797      0.378623      0.371739      0.312681      0.031065      0.008674      0.009055      0.040512      0.040601      0.012706      0.006524      0.000485      0.000667      0.007864      0.008158      0.000854      0.024109      0.007234      0.007647      0.025173      0.025523      0.008784
  1            2677          3649          1636          3328          1723          3130      0.623913      0.550725      0.769565      0.668116      0.185202      0.179102      0.253512      0.235653      0.028184      0.026315      0.028314      0.028219      0.069652      0.080466      0.058418      0.078209      0.384420      0.607609      0.548913      0.570290      0.519203      0.645652      0.097485      0.190395      0.151579      0.163958      0.129904      0.158223      0.018038      0.047177      0.032347      0.038081      0.025089      0.037220      0.060116      0.074709      0.068375      0.070454      0.062458      0.063117      0.297826      0.475362      0.409058      0.415580      0.353623      0.531884      0.035785      0.071195      0.044521      0.061590      0.038695      0.073724      0.009650      0.025901      0.013635      0.022463      0.010538      0.025545      0.025128      0.037351      0.026309      0.035994      0.025012      0.034592
  2            4580          1781          9835          9806          7747          8255      0.691667      0.884058      0.621739      0.594928      0.206942      0.214254      0.233457      0.227999      0.029320      0.032109      0.027450      0.026452      0.063807      0.024841      0.088308      0.092356      0.603623      0.473913      0.448551      0.533696      0.507971      0.478261      0.307000      0.232362      0.222651      0.305072      0.293500      0.140896      0.113359      0.060812      0.054154      0.091980      0.087775      0.033208      0.121799      0.122243      0.122781      0.142256      0.144411      0.082036      0.551449      0.380435      0.354710      0.501812      0.475725      0.326449      0.200647      0.091937      0.082128      0.154784      0.145386      0.063248      0.112266      0.039803      0.034231      0.078963      0.075568      0.022142      0.090001      0.056961      0.052996      0.077112      0.076222      0.042670
  1            4855          1233          7697          8472           850          5655      0.425362      0.686232      0.518116      0.497464      0.184169      0.268492      0.222809      0.216436      0.027573      0.029859      0.025889      0.026435      0.105830      0.084244      0.107368      0.108767      0.458696      0.530072      0.501087      0.509420      0.480435      0.619565      0.104758      0.079638      0.074756      0.131289      0.128610      0.049768      0.017356      0.007089      0.006328      0.019915      0.019790      0.004266      0.056782      0.037424      0.037297      0.064408      0.066821      0.021855      0.323188      0.248188      0.228261      0.415217      0.392029      0.330072      0.038150      0.016079      0.014212      0.042240      0.040947      0.014257      0.009257      0.002225      0.001536      0.009178      0.008843      0.001396      0.025820      0.012089      0.010968      0.024701      0.024895      0.009629
  1            4427          7815           771          9339          2011          5612      0.578623      0.488406      0.890942      0.560870      0.200609      0.177083      0.297948      0.216484      0.030320      0.027836      0.027021      0.026252      0.084532      0.090594      0.032494      0.095065      0.370652      0.657246      0.496377      0.617754      0.493478      0.629710      0.075602      0.204472      0.117858      0.180631      0.086648      0.184049      0.010807      0.055197      0.015721      0.051013      0.010230      0.051775      0.047662      0.070084      0.059356      0.069046      0.043889      0.075820      0.253623      0.521015      0.323188      0.438406      0.262681      0.513043      0.024203      0.093107      0.028358      0.078890      0.018873      0.092895      0.004599      0.039751      0.005308      0.034320      0.002837      0.039442      0.018064      0.044597      0.019193      0.044304      0.013943      0.045438
  2            7463          6597          4655          4756          3730          9215      0.537681      0.580435      0.720652      0.702899      0.186030      0.204996      0.247354      0.266490      0.027888      0.029207      0.027560      0.027937      0.086005      0.086009      0.069098      0.079175      0.369203      0.542391      0.534783      0.555435      0.545290      0.625725      0.102854      0.162560      0.165165      0.156819      0.165754      0.172259      0.017893      0.034250      0.034757      0.033040      0.033553      0.039391      0.064918      0.074389      0.076838      0.069716      0.075370      0.070276      0.267754      0.383696      0.371377      0.421377      0.412319      0.532971      0.036309      0.054998      0.051612      0.057499      0.057440      0.084553      0.009328      0.017557      0.015356      0.019147      0.016867      0.029324      0.026587      0.033915      0.032444      0.033270      0.033777      0.039550
  1            4122          3998          1287          7203          7663          7186      0.677174      0.686232      0.919928      0.618841      0.204627      0.202093      0.265296      0.230741      0.030950      0.029101      0.028956      0.027589      0.066059      0.063410      0.021243      0.087949      0.449638      0.653986      0.449275      0.646377      0.439130      0.604348      0.212542      0.372857      0.242180      0.347753      0.235032      0.303373      0.069412      0.129870      0.066124      0.127110      0.065739      0.107144      0.117129      0.129014      0.133375      0.122973      0.131822      0.131462      0.385870      0.551449      0.344203      0.562319      0.348188      0.514130      0.116331      0.227937      0.099898      0.218603      0.101869      0.197566      0.058634      0.128698      0.044527      0.124638      0.045444      0.104794      0.071442      0.102241      0.065513      0.095679      0.066399      0.095991
  2            4426          6582          8209          9357          2770          8207      0.647464      0.556522      0.633333      0.611594      0.207602      0.192959      0.238355      0.231740      0.029952      0.027899      0.027309      0.026414      0.073187      0.085573      0.087397      0.090009      0.427536      0.557609      0.537319      0.521015      0.506522      0.602174      0.098201      0.148259      0.139190      0.121456      0.114249      0.089292      0.017314      0.025128      0.021893      0.019003      0.016950      0.012144      0.056288      0.065589      0.064401      0.058176      0.056379      0.040473      0.352899      0.426087      0.413043      0.357246      0.344928      0.423188      0.036445      0.040281      0.038253      0.034627      0.031018      0.031708      0.009154      0.009852      0.008639      0.008429      0.006922      0.006004      0.023597      0.023118      0.022453      0.022269      0.020331      0.018335
  1            2270           567          7994          8382          2414          1883      0.699275      0.919565      0.614855      0.594928      0.165232      0.231342      0.167008      0.163578      0.025188      0.033844      0.020747      0.021162      0.049689      0.018608      0.064322      0.066261      0.677536      0.500000      0.479710      0.559420      0.536594      0.558696      0.219617      0.131676      0.129851      0.198947      0.188549      0.057781      0.081419      0.024954      0.024911      0.061809      0.059009      0.007546      0.071057      0.065838      0.067560      0.087652      0.087375      0.031696      0.615942      0.377174      0.360145      0.537681      0.517754      0.305797      0.123159      0.033933      0.033791      0.086983      0.081678      0.015973      0.068624      0.012716      0.011553      0.047627      0.043635      0.002794      0.047300      0.021134      0.021622      0.040214      0.039389      0.011095
  2            5673          8643          5195          8893          3820          2809      0.691304      0.618478      0.774275      0.721739      0.140797      0.130058      0.202394      0.184424      0.022864      0.019825      0.025438      0.020315      0.043463      0.049620      0.045685      0.051318      0.453623      0.657609      0.613768      0.623188      0.582609      0.672101      0.073244      0.143904      0.127902      0.116058      0.101517      0.098326      0.013285      0.029348      0.021553      0.023350      0.015155      0.019304      0.040098      0.049272      0.049400      0.043732      0.042372      0.037086      0.364855      0.517391      0.471014      0.447826      0.402899      0.553261      0.021940      0.034679      0.027074      0.026634      0.019105      0.036372      0.006720      0.010641      0.008897      0.008184      0.004655      0.011136      0.013935      0.016736      0.014322      0.014716      0.011408      0.016249
  1            4901          3875          7418          3284          5346          9988      0.613043      0.670652      0.602536      0.755072      0.214383      0.239336      0.249252      0.293707      0.031582      0.031404      0.028192      0.027179      0.082957      0.078825      0.099069      0.071937      0.441667      0.457971      0.570290      0.459058      0.561957      0.540942      0.206902      0.222208      0.271500      0.216165      0.276278      0.202020      0.058099      0.050810      0.071794      0.050906      0.075418      0.052079      0.115595      0.120443      0.116666      0.116933      0.121022      0.100571      0.367029      0.331884      0.444565      0.371739      0.482971      0.446014      0.108735      0.084389      0.122673      0.088916      0.140137      0.109877      0.046344      0.030267      0.052037      0.033603      0.060221      0.040811      0.068826      0.056382      0.068137      0.055894      0.072455      0.060870
  1             533          6482          4952          6326          6184          8071      0.962681      0.529710      0.688043      0.632609      0.165203      0.198828      0.256321      0.246367      0.029317      0.029245      0.028192      0.027990      0.006165      0.093507      0.079961      0.090513      0.470290      0.623551      0.575362      0.438406      0.401449      0.506159      0.251471      0.416947      0.373727      0.207925      0.198845      0.199747      0.097965      0.120423      0.108384      0.055864      0.051572      0.053824      0.133298      0.156959      0.158699      0.116769      0.119019      0.107834      0.460145      0.607609      0.559420      0.298551      0.259420      0.391667      0.164500      0.234262      0.191707      0.089255      0.082028      0.105041      0.093371      0.124916      0.104470      0.037811      0.034259      0.042667      0.088806      0.091922      0.084462      0.062608      0.060748      0.063938
  2            5596          1563          5586          8424          7264          7730      0.611232      0.888043      0.692029      0.603261      0.198465      0.219511      0.250052      0.228956      0.030526      0.029897      0.027033      0.026915      0.077157      0.024576      0.077009      0.090836      0.563768      0.498913      0.432246      0.598551      0.520652      0.511232      0.259126      0.235541      0.204041      0.342142      0.292742      0.172186      0.093865      0.061331      0.050014      0.106582      0.089773      0.046736      0.113227      0.118026      0.115845      0.137352      0.140325      0.093517      0.496015      0.373551      0.301812      0.565942      0.489855      0.376812      0.157588      0.098356      0.075911      0.189582      0.147009      0.085844      0.086448      0.041941      0.030478      0.102469      0.079042      0.035542      0.079422      0.061615      0.053000      0.082289      0.074996      0.053497
  2            4544          2188          4704          8121          7236          8907      0.670652      0.814130      0.717391      0.591667      0.206062      0.224580      0.263260      0.237875      0.030545      0.032890      0.027938      0.028061      0.067866      0.041743      0.074399      0.097132      0.544928      0.542029      0.440580      0.587319      0.479348      0.506884      0.268219      0.277116      0.236368      0.341914      0.279634      0.199763      0.094535      0.078050      0.060948      0.100986      0.079216      0.053449      0.122254      0.126911      0.132229      0.141101      0.145592      0.108784      0.488043      0.437681      0.335507      0.535870      0.427174      0.384058      0.166564      0.127050      0.093691      0.189207      0.132830      0.105891      0.087624      0.057324      0.040408      0.092655      0.063528      0.042032      0.085273      0.071442      0.062257      0.087817      0.076088      0.065223
  1            8002          6435          1105          6364          3964          4394      0.546739      0.614855      0.909420      0.721014      0.143000      0.167238      0.267050      0.210283      0.023482      0.025532      0.026951      0.024542      0.064816      0.064411      0.024189      0.058666      0.376449      0.659783      0.557246      0.669203      0.561232      0.707971      0.080939      0.213746      0.124478      0.223758      0.126366      0.222613      0.013990      0.077727      0.023950      0.077566      0.023696      0.077134      0.050587      0.072720      0.055113      0.074019      0.055445      0.071865      0.255797      0.467391      0.350362      0.534420      0.417029      0.636594      0.023718      0.090616      0.028304      0.106412      0.035055      0.130278      0.006178      0.050736      0.008880      0.057580      0.011176      0.068560      0.017651      0.048263      0.018388      0.049543      0.020436      0.047344
  2             823          9610           119          1626          5530          5099      0.902536      0.280072      0.988768      0.852174      0.183735      0.152213      0.225041      0.255175      0.028590      0.024053      0.023769      0.028381      0.017908      0.109582      0.002528      0.037721      0.189855      0.809420      0.707971      0.514855      0.435870      0.782246      0.173268      0.710453      0.515548      0.223558      0.187572      0.542730      0.070397      0.161195      0.157244      0.091863      0.062959      0.171793      0.140435      0.135398      0.150555      0.108458      0.105815      0.123884      0.162681      0.776449      0.674638      0.237319      0.154348      0.757609      0.102160      0.584864      0.363991      0.111246      0.077728      0.455674      0.061030      0.218970      0.187035      0.070113      0.040844      0.204015      0.085541      0.130747      0.118429      0.084845      0.065731      0.110451
  1            2272            20          6976          3543          4484          9295      0.684058      0.997464      0.457609      0.643116      0.237916      0.151106      0.251779      0.285232      0.031414      0.025469      0.028514      0.027846      0.075168      0.000383      0.136563      0.101795      0.624275      0.313043      0.463043      0.403261      0.575725      0.378623      0.459451      0.265952      0.319683      0.376935      0.485457      0.185355      0.154355      0.070108      0.087960      0.110539      0.126081      0.045217      0.172794      0.182697      0.171656      0.224932      0.205967      0.125786      0.589855      0.232246      0.388768      0.402899      0.575362      0.242754      0.356120      0.113737      0.162550      0.210022      0.317982      0.097230      0.178064      0.048385      0.071407      0.110063      0.148668      0.034219      0.146061      0.087322      0.099414      0.125405      0.135027      0.073627
  1            4122          3116          4670          4402          3017          7255      0.598913      0.647101      0.624275      0.639130      0.214319      0.225151      0.256476      0.258026      0.029576      0.029726      0.028016      0.027168      0.085961      0.079455      0.096364      0.093114      0.438043      0.490580      0.507246      0.494203      0.498913      0.536232      0.154488      0.186540      0.197826      0.195205      0.202180      0.161795      0.037697      0.040939      0.044947      0.045488      0.046226      0.034833      0.086927      0.095027      0.097479      0.098734      0.101310      0.082304      0.367029      0.367029      0.380435      0.401087      0.404710      0.411957      0.073261      0.066014      0.071904      0.079497      0.082863      0.077442      0.026605      0.020859      0.024438      0.027254      0.030159      0.023845      0.046399      0.041785      0.044575      0.047640      0.049328      0.045568
  1            3225          4770          5670          6774          7782          7381      0.766667      0.679710      0.705072      0.656522      0.205543      0.210999      0.257471      0.245072      0.029869      0.030167      0.029061      0.028292      0.047960      0.067581      0.075935      0.084177      0.499638      0.566304      0.523913      0.515942      0.475000      0.533333      0.238329      0.304333      0.288900      0.245988      0.233061      0.202701      0.083964      0.088408      0.082168      0.070547      0.064007      0.053940      0.119337      0.131988      0.137542      0.119072      0.122357      0.103847      0.455797      0.490217      0.451812      0.425000      0.389855      0.425725      0.143404      0.141560      0.131748      0.111794      0.103455      0.107527      0.076365      0.070691      0.063984      0.051072      0.044807      0.042235      0.078041      0.072165      0.072222      0.064282      0.063122      0.061867
  1            8544          7270          3366          5322          7360          6474      0.572826      0.634783      0.831522      0.765217      0.172159      0.186039      0.263478      0.240280      0.027396      0.027282      0.027468      0.027108      0.073542      0.067945      0.044390      0.056413      0.382971      0.604710      0.551087      0.617029      0.561957      0.675725      0.122930      0.217346      0.193070      0.219445      0.201522      0.236719      0.029504      0.062156      0.049654      0.066461      0.055213      0.072718      0.075985      0.085915      0.086672      0.084041      0.088275      0.083452      0.283333      0.443841      0.389130      0.502899      0.450362      0.614855      0.049518      0.087339      0.069170      0.100380      0.084988      0.138805      0.017974      0.039725      0.028616      0.048355      0.037539      0.065416      0.035488      0.048575      0.042254      0.049899      0.046713      0.053460
  1            2535          8480          7570          3048          5959          3620      0.797826      0.543116      0.677899      0.823913      0.191256      0.152281      0.202058      0.250454      0.027870      0.023862      0.024026      0.027788      0.038667      0.069575      0.065083      0.044102      0.415217      0.559058      0.693116      0.472464      0.585507      0.625362      0.126599      0.215826      0.281608      0.134227      0.170899      0.169225      0.037167      0.057675      0.088189      0.027069      0.048523      0.049981      0.074079      0.095167      0.086421      0.070810      0.070837      0.070326      0.375725      0.498551      0.632971      0.285507      0.409783      0.535145      0.057663      0.080581      0.136732      0.034970      0.062207      0.086203      0.026677      0.038496      0.070027      0.010981      0.027097      0.038564      0.035998      0.040408      0.050184      0.024986      0.036715      0.040135
  1            9089          2113          9130          7942          3800           793      0.603985      0.839855      0.742029      0.757246      0.092970      0.157972      0.133416      0.149603      0.011859      0.024540      0.012510      0.015576      0.036817      0.025298      0.034417      0.036317      0.575362      0.583696      0.591667      0.654710      0.665942      0.671014      0.078752      0.083542      0.093324      0.111847      0.126537      0.062118      0.015859      0.009253      0.012874      0.018967      0.023049      0.008502      0.033441      0.034779      0.038107      0.038620      0.042271      0.024487      0.453623      0.367754      0.380435      0.593841      0.606884      0.519928      0.018985      0.007317      0.009747      0.025989      0.031072      0.013594      0.006484      0.001018      0.001841      0.009658      0.010815      0.002955      0.010373      0.004626      0.006039      0.010556      0.012215      0.006531
  2            3242          8275           397          8881          2404          3712      0.667754      0.484420      0.964493      0.613768      0.187762      0.152160      0.226807      0.198326      0.029749      0.025467      0.026368      0.025118      0.062383      0.078451      0.008053      0.076600      0.361594      0.728261      0.524638      0.655072      0.480797      0.678986      0.078511      0.267041      0.132369      0.190257      0.085749      0.203630      0.014685      0.093588      0.023509      0.063409      0.010431      0.071091      0.050207      0.072565      0.062923      0.065625      0.044521      0.073705      0.269203      0.617391      0.395652      0.444565      0.244928      0.571739      0.026727      0.145897      0.033909      0.082153      0.017105      0.107412      0.007079      0.081756      0.008904      0.044214      0.002746      0.057882      0.019542      0.055822      0.020505      0.045631      0.012928      0.046039
  2            4528           271          7227          2982          6415          4481      0.596377      0.978261      0.590217      0.760145      0.183447      0.227634      0.215510      0.243561      0.027574      0.035479      0.025378      0.027245      0.074043      0.004949      0.088312      0.058419      0.601449      0.391667      0.511232      0.535870      0.680435      0.486594      0.306816      0.200803      0.250357      0.326422      0.444312      0.189419      0.122870      0.052479      0.075779      0.108861      0.141091      0.060176      0.122504      0.122155      0.122366      0.151502      0.141987      0.106994      0.524275      0.247826      0.375362      0.528986      0.674275      0.381159      0.195773      0.071466      0.111041      0.181969      0.303061      0.104354      0.119706      0.031918      0.056649      0.106182      0.165257      0.050063      0.093134      0.053781      0.069360      0.085710      0.098714      0.064578
  2            4225          1583          6992          3461          7632          8518      0.655797      0.869203      0.591304      0.750725      0.212563      0.223952      0.238490      0.258250      0.029830      0.031864      0.026836      0.027036      0.073165      0.029292      0.097470      0.064375      0.538768      0.409783      0.521015      0.480072      0.605435      0.486957      0.318958      0.252255      0.294032      0.331311      0.399406      0.219470      0.115979      0.070303      0.090161      0.103217      0.127530      0.066818      0.147229      0.148886      0.140837      0.172258      0.157592      0.122696      0.487681      0.311232      0.425725      0.445290      0.573551      0.387681      0.214881      0.111628      0.153548      0.180584      0.254454      0.126847      0.117362      0.052188      0.078791      0.096266      0.136653      0.058690      0.110087      0.076886      0.088179      0.100172      0.108512      0.077671
  1            2741          1487          1014          8030          4269          2755      0.681159      0.817754      0.885145      0.520290      0.181909      0.211712      0.247431      0.183457      0.028266      0.029447      0.028104      0.022018      0.058000      0.038584      0.028419      0.088006      0.561594      0.667029      0.379710      0.719565      0.408696      0.557971      0.223016      0.304210      0.167088      0.378778      0.195153      0.179907      0.078849      0.102622      0.035924      0.130599      0.053788      0.061119      0.097852      0.101293      0.103643      0.106223      0.115395      0.089693      0.500362      0.557246      0.263406      0.670652      0.358333      0.410870      0.126639      0.159781      0.049763      0.243410      0.078006      0.091139      0.068723      0.088473      0.019402      0.133780      0.038222      0.048788      0.063274      0.070743      0.036655      0.080167      0.050054      0.053693
  2            6026          7843          5469          2112          3478          2410      0.639130      0.592029      0.749638      0.856884      0.138354      0.125924      0.195319      0.235631      0.021433      0.019435      0.023188      0.026906      0.049928      0.051373      0.048900      0.033723      0.390580      0.605435      0.677174      0.585145      0.654348      0.708696      0.070433      0.127519      0.171388      0.108326      0.148031      0.148655      0.011299      0.023975      0.047858      0.018860      0.042183      0.041056      0.043076      0.050315      0.055329      0.044940      0.051167      0.049013      0.289855      0.443841      0.524638      0.399638      0.478986      0.633696      0.019300      0.027244      0.055519      0.022370      0.045271      0.071892      0.004643      0.008022      0.023714      0.005018      0.018793      0.029607      0.013706      0.015152      0.026392      0.013430      0.023587      0.026334
  2            7387          6678          8654          6354          6680           524      0.695290      0.724275      0.754710      0.804348      0.113808      0.120509      0.148572      0.171209      0.015377      0.016298      0.014877      0.016824      0.034678      0.033227      0.036443      0.033497      0.505435      0.601087      0.645290      0.600725      0.646015      0.665942      0.076678      0.115254      0.129855      0.109909      0.122015      0.088906      0.013223      0.018567      0.023675      0.018684      0.023202      0.017129      0.037950      0.045976      0.046061      0.043884      0.043191      0.034048      0.426087      0.457609      0.503986      0.484783      0.534058      0.563406      0.017372      0.016329      0.021249      0.019762      0.024733      0.025487      0.005276      0.004329      0.006804      0.006095      0.008826      0.008265      0.009970      0.008857      0.010540      0.010182      0.011524      0.011128
  2            5176          1030          5610          2234          7378          4319      0.569565      0.914130      0.652899      0.820652      0.178610      0.191098      0.219968      0.255252      0.028011      0.027797      0.025261      0.027072      0.076880      0.016410      0.076351      0.045779      0.542029      0.422826      0.538406      0.559058      0.696739      0.552536      0.253061      0.206047      0.266483      0.312417      0.447392      0.233107      0.096500      0.051761      0.087231      0.103349      0.145689      0.081361      0.115895      0.118925      0.123007      0.137758      0.135676      0.113766      0.454710      0.264855      0.387319      0.534058      0.672101      0.468116      0.148403      0.072560      0.126634      0.167445      0.303896      0.140007      0.086964      0.031363      0.069213      0.098693      0.166771      0.075050      0.080923      0.053342      0.077586      0.078020      0.099647      0.074468
