scenario      C1             C2             C3             C4             t2             CA2      
   2           8986           9988           1559           2902           1403           9997
   2           9268           9990           1846           5806           1586           9997
   2           9169           9978           3033           5122           1557           9996
   2           9804           9994           1791           3023           1557           9995
   2           7664           9938           1504           2334           1088           9994
   2           9624           9984           2480           6105           1663           9998
   2           9125           9985           1982           4518           1579           9998
   2           9448           9985           2117           8673           1686           9995
   2           9160           9974           1748           5274           1488           9997
   2           8813           9976           1428           2484           1052           9998
   2           8581           9888            550           2536           1048           9996
   2           9431           9976           1452           2869           1522           9997
   2           9432           9987           2129           2985           1885           9997
   2           8877           9942           1330           1650           1160           9994
   2           9537           9987           3293           8428           1753           9998
   2           8818           9964           1318           2685           1298           9995
   2           6410           9926           1116           2640            857           9995
   2           9086           9999           1653           6190           1210           9998
   2           8953           9970           2053           2559           1391           9996
   2           9207           9975           1632           2893           1390           9996
   2           8130           9896           1082            616            659           9996
   2           8773           9913           1152           1981            894           9996
   2           9180           9974           2064           2501           1425           9996
   2           8170           9951            979           1776            968           9996
   2           8264           9930           1236           2073           1064           9995
   2           9539           9999           2294           4025           1460           9998
   2           8771           9963           1300           2139           1189           9996
   2           8550           9907           1388           1449            907           9996
   2           9486           9997           2673           5798           1742           9996
   2           9536           9985           1608           9075           1645           9997
   2           8953           9970           1586           1647           1152           9997
   2           8809           9959           1438            690            965           9995
   2           8963           9956           1371           2944           1088           9997
   2           9273           9977           1603           5201           1502           9996
   2           9005           9968           1352           1899           1153           9996
   2           8303           9932           1645           3006           1226           9997
   2           8451           9952           1050           2503           1132           9994
   2           8805           9973           1308           1700           1228           9996
   2           8455           9969            927           1994           1229           9995
   2           9511           9967           1825           3883           1467           9996
   2           9107           9973           1231           4551           1363           9996
   2           9241           9978           5007           3105           1463           9995
   2           7073           9925            418            916            727           9996
   2           9052           9976           1094           1673           1404           9995
   2           9244           9973           1704           1259           1110           9998
   2           8462           9967           1299           2297           1156           9993
   2           9710           9970           1999           2939           1317           9997
   2           8388           9950           1056           1687           1176           9996
   2           9184           9993           2210           3855           1544           9996
   2           8786           9984           1267           2534           1222           9995
   2           8634           9941           1237           1488            905           9995
   2           9133           9967           1575           1622           1341           9994
   2           9662           9976           1495           3092           1321           9995
   2           7392           9960           1103            900           1018           9996
   2           9322           9976           1585           3307           1437           9996
   2           9616           9983           1406           3615           1896           9996
   2           9065           9977           1315           2547           1135           9997
   2           9197           9980           1792           3367           1316           9997
   2           9517           9992           2343           2585           1719           9997
   2           9608           9996           4650           4495           1783           9996
   2           7911           9957            865           2283           1163           9994
   2           8515           9914           1287           1878           1011           9994
   2           8979           9983           1964           2678           1488           9993
   2           8776           9965           1482           1829           1214           9996
   2           8256           9924            826           2483           1035           9993
   2           9057           9980           1329           8156           1627           9993
   2           9328           9969           1446           3078           1183           9996
   2           9412           9999           1495           3392           1749           9998
   2           8596           9968           1149           2601           1040           9997
   2           8773           9950           1253           3088           1061           9996
   2           9047           9985           1381           2795           1319           9998
   2           9903           9971           1298           3280           1331           9997
   2           7236           9937           1201           1401            969           9986
   2           9333           9983           2101           4584           1546           9996
   2           8796           9982           1563           2509           1233           9995
   2           9161           9978           2240           3145           1384           9996
   2           9093           9991           1507           2869           1375           9997
   2           8682           9945            548           1543           1017           9996
   2           8645           9918           1229            670            914           9995
   2           8608           9937            961           1402            980           9994
   2           3936           9830            330            892            393           9994
   2           9798           9978           2081           3405           1447           9996
   2           8864           9968           1141           2567           1197           9975
   2           8936           9973           1733           2013           1301           9997
   2           9668           9987           2166           7049           1866           9997
   2           7178           9926            984           1063            756           9995
   2           9176           9968           1465           3186           1339           9997
   2           6507           9868            912            859            758           9996
   2           9043           9987           3917           3588           1427           9997
   2           8627           9976           1585           2499           1380           9997
   2           9233           9962           1365           2935           1307           9998
   2           8924           9957           1723           2623           1299           9992
   2           9071           9974           1316           1532           1290           9997
   2           9301           9981           1810           5576           1555           9996
   2           9005           9984           1460           4297           1388           9997
   2           9195           9996           1997           3143           1586           9997
   2           8790           9968           1258           2924           1300           9990
   2           8609           9924           1546           1538           1166           9993
   2           9867           9993           1613           4891           1795           9998
   2           8989           9985           1618           1921           1367           9996
   2           9425           9979           1771           2788           1431           9995
   2           9562           9980           1799           3475           1480           9970
   2           8679           9885           1221           2039           1025           9995
   2           9135           9979           1773           2182           1199           9996
   2           9833           9995           2779           4057           1754           9994
   2           8007           9891            566           1854            824           9992
   2           8445           9948           1597           2275           1077           9997
   2           8963           9943           1504           2771           1213           9995
   2           8408           9960           1228           2568           1185           9997
   2           8441           9906            672           1513            688           9996
   2           8771           9976           1163           3669           1132           9996
   2           8824           9953           1191           1695           1119           9993
   2           6627           9883            644           2349            790           9994
   2           9288           9985           2233           5370           1637           9996
   2           9882           9983           2096           3773           1543           9997
   2           8915           9972           1544           2885           1372           9994
   2           8871           9953           1334           2816           1121           9996
   2           9438           9990           2343           3632           1865           9992
   2           8695           9926            727           2801           1038           9991
   2           9168           9997           1856           2651           1498           9994
   2           9050           9974           1221           3646           1424           9995
   2           9610           9996           2320           6967           2021           9998
   2           8540           9981           1120           1926           1228           9994
   2           9984           9990           1833           3374           1744           9984
   2           8258           9949           1151           2133           1121           9991
   2           9359           9986           2144           7965           1630           9994
   2           8026           9936           1293            744            962           9993
   2           7619           9958           1065           2375            940           9997
   2           9230           9986           2643           4134           1611           9995
   2           9374           9980           2866           3314           1382           9997
   2           9131           9987           1986           2865           1564           9994
   2           8615           9963           1291           3087           1354           9997
   2           6347           9684            638           1298            501           9995
   2           9157           9990           3265           4150           1577           9998
   2           9680           9989           1475           4510           1539           9998
   2           8715           9968           1269           2904           1254           9997
   2           8310           9891            680           1427            824           9989
   2           6874           9964           1151           1121            905           9996
   2           8981           9975           1940           2935           1359           9997
   2           8505           9947           1440           2906           1095           9997
   2           9077           9962           1605           2612           1207           9996
   2           8889           9973           1469           2665           1252           9997
   2           9835           9985           2807           3123           1749           9998
   2           8833           9978           2362           2508           1346           9997
   2           8805           9970           1600           3402           1370           9994
   2           8621           9963           1376           2963           1224           9994
   2           9098           9948           1519           1813           1058           9995
   2           8799           9964           1647           2947           1203           9998
   2           7889           9940           1357           3075           1098           9997
   2           8594           9951           1259           2465           1141           9995
   2           8775           9980           6716           3150           1305           9996
   2           9235           9982           2017           2702           1369           9997
   2           9298           9977           3418           2875           1431           9996
   2           9205           9989           1864           4270           1565           9997
   2           9142           9980           2033           4275           1568           9995
   2           6588           9928            823           1078            725           9994
   2           9353           9995           1717           5003           2035           9996
   2           8944           9971           1221           4016           1486           9997
   2           8606           9960           1130           2174           1148           9995
   2           9170           9980           1227           5496           1422           9985
   2           9176           9978           2261           3548           1516           9995
   2           7821           9968           1251           2133           1004           9994
   2           9115           9967           1953           3412           1464           9994
   2           9269           9995           1195           2920           1451           9994
   2           6962           9764            540            468            457           9986
   2           7643           9831            239            747            516           9995
   2           9025           9985           1711           3579           1469           9995
   2           9319           9989           2134           4992           1701           9997
   2           8464           9969           1307           2732           1268           9996
   2           9186           9984           2291           3927           1589           9997
   2           8540           9962           1163            670            757           9994
   2           5678           9653            568            619            454           9989
   2           9185           9987           2057           7828           1673           9997
   2           9089           9983           3683           3636           1506           9996
   2           8430           9963            671           1045           1015           9995
   2           8373           9935            442           1312            916           9993
   2           9140           9987           1585           2735           1498           9997
   2           8329           9942            762           1598           1020           9995
   2           8908           9947            999           1925           1023           9995
   2           8683           9966           1037           3196           1071           9996
   2           8441           9840            571           2195            893           9997
   2           7992           9741           1147           2659            905           9994
   2           9386           9989           1765           6191           1368           9996
   2           7949           9936           1083           1907           1004           9995
   2           7150           9943            879           1743            963           9997
   2           8229           9972           1828            875            881           9997
   2           9017           9980           2011           3177           1399           9995
   2           9166           9986           1448           3525           1511           9996
   2           8828           9981           1763           3312           1133           9997
   2           9435           9997           2170           4651           1521           9998
   2           9192           9988           1631           3138           1397           9997
   2           9092           9994           1914           3151           1472           9998
   2           9081           9988           3968           3166           1379           9997
   2           9252           9986           2468           7317           1482           9997
   2           8764           9958           1389           2166           1067           9993
   2           9884           9989           2949           7117           1960           9998
   2           9351           9990           1801           6214           2139           9994
   2           8938           9990           1254           3304           1250           9995
   2           8580           9922           1197           1023            722           9998
   2           8573           9954           1544           2151           1209           9996
   2           9143           9958           1914           2513           1257           9998
   2           9194           9988           1643           6949           1396           9997
   2           8994           9987           2082           3494           1521           9996
   2           9942           9998           2487           5477           2095           9998
   2           8910           9979           1715           2992           1460           9997
   2           8388           9933            885           1805            963           9992
   2           7957           9922           1252           2307           1112           9991
   2           8925           9964           1876           4481           1246           9996
   2           8883           9992           2592           4234           1749           9994
   2           9453           9989           1496           3573           1598           9996
   2           9813           9982           2772           4326           1603           9996
   2           8857           9956           1176           2481           1275           9995
   2           8445           9948           1494           2259           1282           9995
   2           9046           9976           5444           3695           1262           9997
   2           9162           9976           1243           2450           1491           9995
   2           9218           9979           1337           4532           1534           9995
   2           9387           9999           2160           3973           1643           9998
   2           8728           9927           1168           1224            912           9997
   2           8829           9978           1751           2768           1456           9996
   2           9451           9989           1751           2947           1477           9995
   2           9318           9988           2749           2439           1420           9997
   2           9041           9958           1613           1917           1239           9992
   2           9082           9962           1556           5821           1325           9994
   2           8772           9947            462            608            957           9994
   2           8933           9999           3548           3024           1478           9997
   2           8922           9952           1439           3267           1337           9993
   2           9743           9976           1840           2899           1434           9996
   2           9002           9989           1580           3226           1394           9997
   2           9211           9991           1466           3508           1529           9994
   2           9041           9991           2089           2647           1603           9997
   2           8234           9973           1040           2937           1243           9998
   2           7175           9960           1334            911            886           9995
   2           9869           9983           2094           7763           1656           9996
   2           9063           9966           1982           5155           1311           9996
   2           8760           9959           1661           3140           1230           9997
   2           8395           9864            527           1772            849           9994
   2           8541           9919           1075           2152            907           9997
   2           8923           9981           1577           3175           1368           9996
   2           9163           9979           1900           3216           1302           9998
   2           9447           9984           1765           7178           1641           9994
   2           9298           9993           3410           9740           1646           9998
   2           8541           9918            638           1419            909           9994
   2           8836           9955           1107           1573            974           9998
   2           9175           9984           1710           8178           1428           9997
   2           8916           9961            556           1966           1144           9995
   2           9816           9986           2121           3491           1493           9996
   2           7718           9929            641           2117            874           9996
   2           8970           9984           1749           3283           1396           9997
   2           8521           9936           1257            752            993           9994
   2           9008           9987           2279           2680           1436           9994
   2           9036           9984           1520           2906           1384           9996
   2           9207           9978           1739           2713           1318           9982
   2           9465           9976           1162           3163           1300           9997
   2           8882           9974           1626           2791           1407           9997
   2           9149           9986           2268           7331           1520           9997
   2           6594           9941           1073            834            738           9996
   2           9535           9983           1843           4226           1361           9997
   2           9289           9987           2202           4780           1614           9997
   2           9141           9942           1393           3370           1584           9996
   2           9111           9990           3961           3926           1444           9997
   2           6785           9958           1692           1300            997           9997
   2           7108           9806            209            424            369           9915
   2           8657           9970           1129           2587           1235           9996
   2           8884           9991           1790           2532           1213           9997
   2           7473           9946           1337           1355            870           9993
   2           8522           9910            497           1596            905           9994
   2           8870           9968           1743           2576           1209           9996
   2           7695           9941           1191           2895           1092           9994
   2           9126           9990           1928           4961           1437           9997
   2           8961           9959           1488           2425           1291           9996
   2           9352           9991           2080           3806           1466           9996
   2           7839           9957            603           1429            809           9997
   2           8810           9993           1799           3957           1455           9994
   2           9285           9992           1817           4787           1412           9996
   2           7484           9963           1200           1303            920           9994
   2           7020           9947            753           1591            924           9994
   2           8977           9952           1810           1563           1262           9996
   2           9190           9974           1374           2558           1427           9994
   2           9129           9979           1663           3606           1131           9990
   2           8477           9953            573           1213            997           9994
   2           9153           9975           1759           2012           1333           9996
   2           8875           9969           1718           2368           1276           9998
   2           9618           9994           2241           3592           1428           9996
   2           8109           9927           1388           3003           1114           9997
   2           8281           9931           1069           2025            839           9995
   2           7717           9863            863           1280            597           9995
   2           6253           9923            702           1488            674           9994
   2           8865           9952           1719           1981           1053           9996
   2           9329           9986           1821           4022           1394           9998
   2           8546           9970            646           2384           1073           9998
   2           8733           9927            905           1383           1209           9994
   2           9482           9981           2229           3333           1552           9992
   2           9198           9967           1633           2739           1300           9996
   2           8866           9982           4275           3535           1283           9995
   2           9229           9952           1558           2543           1224           9995
   2           8657           9938            889           2212           1026           9993
   2           8807           9963           1933           2034           1101           9996
   2           8446           9918            810           1577           1015           9996
   2           9734           9998           2415           5144           1557           9997
   2           8474           9925           1472           2081            975           9996
   2           9722           9969           1799           2990           1552           9997
   2           9029           9993           1610           3413           1310           9997
   2           9372           9972           1443           3009           1305           9997
   2           5869           9887            714            809            422           9993
   2           9345           9982           2244           2907           1631           9994
   2           8889           9966           1502           3736           1138           9997
   2           8569           9956           1310           2699           1207           9996
   2           8950           9910           1483           3011           1228           9995
   2           9034           9967            883           1459           1204           9991
   2           9151           9969           1445           4347           1331           9997
   2           7747           9915            773           2097           1050           9995
   2           9151           9972           1415           1956           1326           9997
   2           8881           9949           1259           2652           1333           9985
   2           9484           9951           1637           2323           1312           9997
   2           9159           9958           2197           3291           1340           9996
   2           9159           9976           2154           7224           1549           9997
   2           9324           9985           1493           5443           1383           9997
   2           8892           9980           1604           4476           1326           9996
   2           8461           9916           1188           1189            872           9995
   2           9386           9993           1989           6224           4033           9995
   2           8755           9972           1157           3580           1523           9995
   2           8651           9942            778           1329            884           9996
   2           9123           9979           1998           4614           1467           9996
   2           7923           9885            880           1346            930           9992
   2           8368           9982           1775           2334           1287           9994
   2           9027           9971            971           1768           1103           9997
   2           8113           9929           1512            991            794           9988
   2           8755           9968           1057           1972           1293           9993
   2           9265           9982           1876           3505           1314           9996
   2           8628           9962            914           2242           1057           9996
   2           8966           9957           1370           1343           1127           9996
   2           8030           9902            964           1722            989           9995
   2           8446           9968           1356           2380           1203           9998
   2           9045           9991           2108           4618           1573           9997
   2           8880           9980           1575           3570           1417           9996
   2           9062           9973           1354           1907           1397           9994
   2           8903           9958            912           2106           1186           9997
   2           7010           9907            661           1562            950           9991
   2           9114           9999           1935           3143           1583           9995
   2           9359           9985           1732           5868           1457           9997
   2           7118           9961            673            967            875           9993
   2           9480           9986           2089           7907           1615           9998
   2           7848           9965           1121           1539           1086           9994
   2           8831           9997           1635           2754           1194           9996
   2           9034           9834            947           3076            945           9996
   2           9215           9993           2162           4339           1588           9994
   2           8079           9929           1209           2510           1056           9995
   2           9280           9992           2155           5126           1486           9997
   2           8952           9967           1300           2559           1205           9997
   2           8947           9968           1586           2681           1229           9996
   2           8406           9870           1226           1645            833           9997
   2           9047           9956           2089           3009           1311           9995
   2           5850           9814            535            553            569           9984
   2           9088           9987           1879           4450           1390           9997
   2           9212           9984           2834           7124           1603           9997
   2           8557           9938           1362           2864           1086           9997
   2           8793           9964            905           3715           1374           9996
   2           7672           9832            800           1140            762           9994
   2           8357           9956            991           2122            957           9997
   2           9158           9980           1956           2641           1333           9997
   2           9182           9971           1703           3160           1344           9995
   2           9730           9991           3138           3796           2056           9990
   2           9500           9984           2063           5088           2230           9996
   2           9017           9976           1130           3317           1351           9996
   2           9052           9982           1754           9389           1495           9997
   2           9085           9971           1453           3698           1325           9994
   2           9096           9989           1832           2334           1335           9996
   2           8773           9939           1013           4136           1126           9997
   2           9247           9999           1840           3937           1601           9996
   2           8430           9932            839           1925            830           9992
   2           9812           9998           1571           5478           1771           9997
   2           8612           9930           1652           1402            926           9996
   2           8700           9943            588           1073            938           9996
   2           8406           9983           1902           5615           1357           9997
   2           8691           9930           1388           1891            967           9996
   2           8864           9970           9983           2817           1373           9996
   2           9966           9994           2524           6834           2282           9993
   2           9244           9970           1575           4153           1303           9997
   2           9243           9952           2194           4331           1502           9996
   2           7335           9794            466            852            579           9991
   2           9409           9986           1815           6032           1530           9996
   2           7804           9945            674           2479            811           9997
   2           8759           9899           1247           2103            915           9996
   2           8174           9941           1134           2525           1036           9997
   2           7114           9931            668           1604            764           9996
   2           9329           9981           2395           4384           1670           9995
   2           9275           9975           1694           5307           1480           9992
   2           9102           9965           1870           3156           1296           9996
   2           8183           9945           1290           2369           1052           9996
   2           8555           9951           1379           3009           1195           9996
   2           9246           9987           2721           6445           1608           9996
   2           8893           9970           1696           2564           1228           9997
   2           9161           9988           1790           2973           1814           9996
   2           8904           9955           1240           3357           1294           9997
   2           8702           9938           1647           3733           1268           9997
   2           8905           9898           1018           2817           1144           9996
   2           9471           9983           1740           4324           1525           9996
   2           8926           9955           3212           2993           1273           9998
   2           9358           9999           1846           3751           1723           9996
   2           8635           9968           1091           2628           1013           9995
   2           9191           9976           1936           2124           1459           9994
   2           9151           9984           3386           3061           1453           9996
   2           8703           9966           1010           2935           1230           9997
   2           8973           9977           1855           2495           1430           9992
   2           8342           9960            877           1166            952           9996
   2           9429           9990           2133           4918           2864           9991
   2           6395           9865            469            766            756           9985
   2           8803           9959           2411           2501           1264           9996
   2           9055           9968           1260           3147           1391           9996
   2           9014           9983           1347           2531           1257           9988
   2           8954           9897            900           3330           1101           9996
   2           8564           9958           1240           2240           1044           9995
   2           8773           9955           1103           2581           1218           9996
   2           9223           9993           6617           5111           1614           9997
   2           9341           9986           3856           3839           1558           9998
   2           9192           9998           1935           3279           1977           9995
   2           8426           9962           1162            682            812           9996
   2           9006           9955           1586           2679           1397           9988
   2           9196           9980           1775           2931           1497           9994
   2           9035           9942            912           1309           1233           9994
   2           9151           9938           2026           1843           1139           9994
   2           9359           9976           1526           3861           1452           9996
   2           9091           9966           1558           3123           1216           9998
   2           8138           9945            751            894            926           9991
   2           9719           9977           2434           5214           1590           9996
   2           9191           9990           2065           4675           1333           9997
   2           8645           9970           1470           2227           1271           9996
   2           8842           9971            788           2708           1303           9983
   2           8884           9970           4163           2981           1246           9998
   2           9996           9986           1957           3572           1712           9997
   2           9411           9990           3778           4639           3364           9995
   2           8656           9974           1806           2970           1237           9995
   2           8694           9900           1255           1339           1077           9992
   2           9453           9975           1972           7641           1456           9995
   2           8819           9980           1242           3760           1471           9993
   2           9043           9966           1316           2392           1184           9995
   2           8201           9911            732           1100            977           9991
   2           8872           9980           1500           3854           1434           9996
   2           9355           9980           1805           3063           1278           9991
   2           9046           9962           1929           2349           1328           9996
   2           9204           9960           1272           2591           1218           9997
   2           8988           9957           1769           3230           1220           9997
   2           9879           9986           1607           9871           1677           9998
   2           8622           9963           1751           1588           1263           9997
   2           8985           9982           1867           6433           1614           9994
   2           4893           9430            311           1101            373           9985
   2           8877           9973           3335           3274           1241           9996
   2           9448           9989           1701           2688           1448           9996
   2           8782           9980           1848           3226           1358           9995
   2           8164           9960           1083            622            897           9996
   2           9682           9975           1653           2771           1343           9993
   2           9016           9972           1409           3666           1295           9998
   2           9165           9995           2368           3825           1727           9997
   2           9253           9947           1627           1809           1108           9997
   2           9082           9974           1497           4898           1367           9998
   2           8351           9956           1630           1492           1121           9992
   2           8245           9975           1344            758           1124           9996
   2           8485           9977           1151           2370           1220           9988
   2           9161           9983           1523           5727           2234           9996
   2           8654           9960           1714           3921           1243           9996
   2           9154           9973           1204           3706           1323           9997
   2           8241           9801            753            800            601           9994
   2           9282           9993           2411           3296           1478           9998
   2           9348           9988           2615           2330           1402           9997
   2           8138           9923           1324           1606            860           9993
   2           9154           9960           1758           6173           1245           9996
   2           7934           9914           1561           2531           1095           9996
   2           8841           9967           1524           1876           1281           9995
   2           9315           9993           1947           4551           1687           9997
   2           8666           9953            978           2627           1037           9997
   2           8300           9946           1367           1778           1100           9996
   2           9018           9967           1376           2484           1328           9997
   2           9472           9988           1788           2813           1484           9998
   2           8834           9901           1254           2083            949           9998
