scenario      C1             C2             C3             C4             t1             CA1            t2             CA2      
   3           3682           9793           6231           8853           1291           8613           2440           1016
   3           2094           8048           4350           4669            892           6680           1035            783
   3           2832           9857           4822           6216           1266           4077           1931            791
   3           3772           9990           6948           8660           1486           6487           2022           1140
   3           3009           9074           6293           5738           1460           6219           1954            922
   3           9534           9928           6206           6920           1603           6541           1831           1568
   3           1313           8120           4835           4810            930           5145           1342            952
   3           3477           9614           9099           7238           1268           7276           2123            950
   3           6956           9789           7793           8545           1471           7340           2718            726
   3           2337           8312           2772           3797            787           5386           1200            615
   3           6120           9994           5752           7163           1893           5339           2913           1397
   3           4125           9845           6488           7177           1640           5161           4156           1207
   3           3992           9662           6394           9867           1421           8907           2144            862
   3           2285           9115           4517           5227           1169           4835           1209            798
   3           4818           9815           7071           9849           1618           6252           2394            902
   3           4777           9318           6005           7811           1383           6394           2004            636
   3           3124           9538           6140           6641           1111           6228           1835           1276
   3           3509           9752           6146           6922           1429           4369           1875            886
   3           2239           9258           4863           5946            852           9729           1631            782
   3           3786           9814           5818           8414           1925           1585           2269           1211
   3           1828           8878           5361           6844            917           5677           1676            196
   3           3522           9377           5524           4658           1073           9364           1830            965
   3           5535           9535           5988           6381           1477           5651           2306            850
   3           3244           9571           6040           6536           1027           6064           2036           1029
   3           5967           9989           6595           7243           1284           7696           2624           1265
   3           2952           9572           7028           7726           1135           7294           2223            930
   3           4440           9874           6740           8470           1236           6706           3246           1246
   3           3041           9442           5938           5949           1351           6078           1413           1202
   3           2175           9131           5856           6434            748           9629           1196            596
   3           3370           9602           5779           6460           1292           7659           1447           1026
   3           3334           9733           5788           7621           1466           5430           2108           1321
   3           2665           9543           6141           8065           1336           6461           2112            708
   3           2138           8950           5196           4403            969           4706           1332            908
   3           3117           9373           5780           6224           1320           5531           2615            174
   3           3866           9773           6026           8673           1378           4872           2186            879
   3           3174           9767           4365           7724           1188           6896           1989            572
   3           2387           9424           5897           6310           1328           5353           2335            638
   3           2629           8627           2418           2957            798           2554            811            532
   3           2407           8303           4258           2939            849           5243           1510            335
   3           7592           9915           6472           7551           1735           4405           3816           1082
   3           3181           9245           5668           6857           1395           6294           1755            573
   3           2719           9050           5872           5840            847           7008           1277            748
   3           2946           9269           5599           6456           1220            319           1391           1447
   3           5121           9823           7200           9799           3166           1066           4004           1733
   3           2965           9342           5007           6156           1141           6019           1657            639
   3           2182           9103           5672           6253           1124           5115           1849            725
   3           3309           9238           5195           5675            888           4834           1822            604
   3           2956           9448           5727           5568            901           6377           1352            533
   3           2641           9435           5839           5940           1136           4830           2018            545
   3           4358           9973           6498           8076           1203           7392           2987            850
   3           1921           8702           4845           5473           1061           2425            921            989
   3           3898           9951           6784           6995           1445           6914           1849            749
   3           1484           8853           5565           4973           1008           5700           1546            755
   3           7594           9777           7309           9667           1777           2730           2824            631
   3           3695           9687           5389           9002           1558           9740           2190            989
   3           4141           9848           6245           7956           1685           3489           2301            703
   3           1936           9401           5764           5650           1135           5490           1370            275
   3           3712           9874           5480           6662           1431           3685           2039            299
   3           3560           9957           6876           7513           1614           6893           2412            123
   3           2902           9218           4695           5955           1298           6175           2239            805
   3           3264           8759           5328           5537           1084           5775           1738            983
   3           3192           9258           6624           6805           1428           3877           1851            690
   3           3726           9612           6017           7297           1221           8246           2433            911
   3           4018           9683           6894           7060           1523           6965           1891            656
   3           3623           9783           6789           8436           1477           3582           2108            661
   3           7259           9708           5626           6775           1379           7717           2100            940
   3           5406           9685           5439           6932           1784           1781           2180            756
   3           1924           9607           4765           5636           1176           6325           1206           1364
   3           3754           9431           5881           3883           1119           7195           1416           1034
   3           3174           9023           3742           5880           1103           6245           1890            720
   3           5486           9714           5929           7140           1317           5906           1980            934
   3           2443           9272           5883           5981           1190           8399           2295            287
   3           3673           9750           5389           6496           2417           4929           2947           1172
   3           3210           9729           7397           6443           1465           5216           1873            981
   3           2415           9314           6315           7035           1349           9482           2107            977
   3           4354           9894           6045           7674           1260           7439           2487           1125
   3           3060           7991           4684           3952           1060           7380           1600            540
   3           1293           7309           2298           3772            639           1770            725            389
   3           3184           9885           6069           6802           1530           5912           2193            527
   3           2134           9320           5651           5753           1076           4846           1661            611
   3           4095           9392           6172           6145           1226           6332           2112            576
   3           3564           9835           6055           7905           1283           7648           2960            793
   3           2933           9408           5438           6287           1206           6803           1449         49.510
   3           2280           8948           5247           5696           1287           2527           1475            602
   3           3866           9578           5987           9499           1339           6231           2299            493
   3           2525           8603           4503           3307           1056           6114           1400            842
   3           3750           9431           6344           5822            848           7190           1909            607
   3           3894           9937           7308           7095           2041           6268           3448            762
   3           3298           9426           4820           6847           1045           6687           1738            562
   3           2665           9046           5360           6031           1256           4057           1512            639
   3           4204           9618           6638           9246           1329           6612           2495            445
   3           4291           9398           6258           6374           1222           5236           1636            765
   3           3103           9063           4511           6695            913           8427           1384            593
   3           2336           8868           3561           5073            834           3274            740           1063
   3           5017           9721           8425           9655           1490           8310           4573            797
   3           3160           9646           6248           6515            922           8778           1698           1038
   3           6287           9786           7377           7110           2187           2158           3465            941
   3           2483           8832           5701           6112           1074           3546           2041            449
   3           1498           9196           3443           6506           1177           6383           1241            456
   3           2752           7847           5738           7127            919           2229           1432            624
   3           3415           9673           5762           7787           1496           6461           2442           1146
   3           3239           9467           5743           6576           1274           9351           2129            574
   3           5128           9589           5887           7738           1188           9566           2008           1125
   3           3611           9578           6852           7099           1456           9050           3106            975
   3           3521           9527           5330           7758           1195           6823           2008            746
   3           3107           8709           4478           6672           1047           4239           1386            918
   3           3517           7929           6173           7977           1140           9859           2147         60.752
   3           3248           9265           5346           4697           1174           3036           1280            124
   3           3761           9895           6645           7863           3207           7410           3572           1195
   3           1182           6440           3140           2338            563           3493            756            166
   3           3471           9245           5583           7152           1051           6861           1906            445
   3           3030           9398           5633           7422           1224           6866           2012           1358
   3           2844           9368           6646           6351           1353           7843           1887            796
   3           3881           9650           5551           7215           1773           1294           1803            721
   3           1299           8580           4783           4958            934           4976           1389            640
   3           3854           9915           6562           8593           1374           6400           2288           1169
   3           1397           8142           3848           3318            573           9229            879            374
   3           3982           9787           6865           9100           1542           7128           3480            875
   3           4767           9844           6193           5670           1048           2673           2081            496
   3           2520           9183           4964           4416           1195           7186           1144            832
   3           7784           9622           6441           7080           1265           5477           1819           1111
   3           1950           9265           4511           5479           1016           5372           1810            729
   3           3148           9685           5915           6436            991           6024           2331            906
   3           2897           9370           6349           6179           1374           8565           2328         38.455
   3           3121           9945           6401           9637           1909           6920           2540            893
   3           4462           9811           7499           7700           2699           8122           2227            688
   3           3054           8786           5099           6122           1004           5928           1489            570
   3           3457           9634           5911           5173           1138           4673           1704            869
   3           2874           9697           5576           6331           1122           3214           1513            904
   3           3696           9727           6883           7670           1280           7291           3566            820
   3           2964           9528           5933           6689           1116           8613           2718            760
   3           3396           9685           5384           6763           1216           7572           2084            972
   3           3231           9556           5236           6308           1146           7696           1987            900
   3           2217           9026           4950           5433           1041           2711           1229            407
   3           3231           9818           5905           6748           1381           6436           2008           1018
   3           3688           9741           5807           6495           1264           7968           2643           1150
   3           4047           9912           7049           7413           1438           8856           2453           1080
   3           2279           8786           5469           5592            989           2991           1149            533
   3           3914           9867           5560           6292           1178           5477           1754            982
   3           2540           9108           4953           4538           1046           5363            914            487
   3           3806           9493           5402           5568           1258           7404           4532            788
   3           2115           9450           3950           4831            892           7297            973            657
   3           3389           9108           6556           7487           1335           4662           2201            603
   3           2805           9307           5127           5327           1259           4879           1381           1114
   3           3362           9930           6006           6994           1287           4938           2506           1147
   3           1795           8620           4908           5404           1002           7271           1242            963
   3           4228          10000           6379           8560           1498           5765           3038           1301
   3           3780           9917           5739           7709           1551           5362           2219            929
   3           2189           8974           5013           5521           1180           3292           1440            734
   3           4662           9314           5748           6964           1280            830           1656           1242
   3           3034           7865           3216           5239            815           9639           1902            731
   3           2908           9419           5762           6863           1220           8248           2344            638
   3           3336           9312           5918           7536           1208           9760           1604            717
   3           3616           9355           5528           8570           1408           1770           2534            124
   3           3499           9738           5854           8616           1242           6004           2082            998
   3           2008           9406           5386           5352           1202           3179           1584            631
   3           4273           9688           6157           7006           1331           9174           3668            189
   3           3569           9919           6085           9236           1434           7202           2289            939
   3           3507           9266           5888           5770           1217           6177           1922            831
   3           3963           9667           6012           7166           1509           7155           2398           1609
   3           2918           8977           5011           6529            928           7759           1111           1124
   3           4624           9635           6123           5996           1550           6478           2270            808
   3           3740           9727           6533           7284           1240           9629           2027            871
   3           3436           9416           6088           6289           1205           8408           1899            830
   3           3810           9757           6491           6868           1470           3837           2658           1298
   3           1988           9276           5165           6201           1184           3287           1479            747
   3           1949           7314           4504           3786            662           3507            989            495
   3           2844           9223           4329           7082           1130           7721           1666            686
   3           2819           9452           6555           7164           1313           6790           2819            809
   3           4160           9916           7146           7710           1523           7459           2449            622
   3           2144           7832           2979           5379            636           4347           1037            376
   3           3354           9616           6211           6748           1242           6594           2821            688
   3           5529           9968           6944           9477           1621           7880           2681            855
   3           3877           9768           6002           9209           1110           8931           4636            899
   3           2129           9106           4453           6330            806           8532           1383            524
   3           2732           9699           6276           5680           1060           5021           1793           1135
   3           3807           9743           6528           7512           1451           7681           2340            690
   3           3697           9558           5767           6904           1439           1429           1748            897
   3           2433           9213           4715           5159           1026           4410           1373           1157
   3           4514           9700           6455           9558           1507           8641           4597           1039
   3           2314           9650           5640           6161           1021           8227           1591            907
   3           3187           9149           4641           5065           1359           1110           1621            441
   3           3546           9767           6695           7615           1658           6975           2349            860
   3           2964           9763           6378           7311           1354           6967           3372            492
   3           4027           9917           5194           9071           1253           9312           2286           1185
   3           3619           9621           5448           8148           2941           9630           3616            431
   3           3547           9931           7048           6261           1263           5323           1895            956
   3           3529           8877           9442           6754           1239           6682           2922            961
   3           2930           9004           4542           5175            842           9585           1247            264
   3           4021           9612           6237           8018           1135           7751           1804           1116
   3           2964           9946           6257           7546           1312           6846           1859           1595
   3           3314           9357           5556           6628            826           8867           1728           1231
   3           4752           9178           5479           5700           1174           5837           1682            802
   3           3340           9451           6649           6966            982           8104           4609           1088
   3           3993           9963           8302           7554           1268           9550           2222           1097
   3           4515           9475           6287           7480           1403           9499           1986           1066
   3           2597           9447           6193           6313           1252           5308           1850            966
   3           2572           9100           5552           4947           1303           1718           1544            497
   3           4553           9906           7611           8716           2333           5182           4509            917
   3           2972           9615           6120           6846           1621            954           1795            527
   3           2859           9084           5097           6075            992           4784           1495            790
   3           4014           9858           6154           7750           1230           8911           1971            737
   3           2412           8828           4885           3756            825           7531           1229            821
   3           2191           8669           3691           5804           1021           4471           1344            660
   3           1872           9300           5130           5282            935           7086           2104            398
   3           3307           9755           5938           7690           1182           5929           2210           1069
   3           2647           9709           5753           6258           1172           6144           1906           1218
   3           3127           9531           6198           6362           1122           3283           1842            790
   3           2684           8316           4230           5387           1170            393           1269            702
   3           2331           8937           4541           5018           1022           3701           1056            660
   3           5981           9663           5978           6654           1201           6581           2223           1186
   3           3031           8821           4676           4332           1015           7414           1682            579
   3           2858           8496           4125           3863            877           2763            776            222
   3           4438           9795           6910           8474           1737           5281           3132           1493
   3           3830           9553           5737           7654           1207           6288           1739            927
   3           3526           9720           5537           6811           1272           6221           2483            604
   3           4672           9729           6316           7005           2562           7381           4416            937
   3           2299           8468           4770           4952           1081           1741           1907            333
   3           3010           9517           6279           6926           1415           3134           2296           1271
   3           2391           9202           4702           4313           1083           7730           1297            928
   3           2413           9247           5454           6299           1059           9088           1723            767
   3           4336           9905           5398           7620           2157           3032           2779            512
   3           2171           9193           4710           5100            869           8930           1014           1079
   3           3560           9644           6866           7434           1123           8347           1978            615
   3           2201           8838           4510           4159            875           4919            951            760
   3           2968           9052           5598           6010           1012           6036           1279            549
   3           4180           9563           5544           6576           1023           3855           1526            797
   3           2953           9580           3884           5403           1173           5387           1557            735
   3           3228           9989           5829           7855           1129           8062           1785            842
   3           3495           9657           4954           6930           1177           5875           2092            451
   3           2933           8797           2160           3917            849           3144           1205            507
   3           3961           9975           6494           9258           1548           7551           3783            104
   3           5520           9785           6353           8155           1568           6485           2337           1208
   3           3658           9619           6319           6692           1441           6010           2043           1027
   3           2842           9788           4969           4839           1086           5742           1842            391
   3           2310           9519           5123           6485           1031           6570           1640            924
   3           2578           8573           5931           6088           1067           4324           1349            319
   3           3166           9724           7144           6627           1437           6091           2456           1438
   3           2522           8736           3032           5366            950           1505            883            628
   3           2961           9411           5493           5524           1132           6867           1784            596
   3           4202           9734           6948           7073           1262           9411           2114           1238
   3           1088           8882           5133           3142            941           4460           1310            863
   3           3378           9434           5133           5938           1136           3821           1482            806
   3           2826           9415           5356           6724           1268           8245           1651           1033
   3           2569           8678           5266           5489            975           8880           1808            787
   3           7038           9687           5576           6886           1460           7035           3733            942
   3           3784           9909           6581           9340           1318           7737           2456            404
   3           6534           9909           7542           8572           1576           8967           4831            641
   3           6254           9729           6895           6793           1320           7000           2528           1246
   3           3689           9568           5629           9016           1521           6092           2168           1073
   3           2238           9808           5072           5249           1026           8054           1364            817
   3           1411           9055           4799           5389            902           4291           1123           1069
   3           4600           9832           7474           9048           1444           8954           4450           1004
   3           5268           9928           7000           5992           1193           4916           2052            753
   3           3520           9050           5324           5517           1040           8301           2433            769
   3           5507           9731           6268           6247           1161           5951           2091            625
   3           4016           9760           6279           9521           1473           6057           2115            955
   3           3919           9656           6856           8950           1244           8097           3478           1001
   3           2757           9151           4986           5975            823           9916           4835            186
   3           4052           9976           6735           9109           1470           7226           2355            973
   3           4744           9638           7101           8650           1764           9467           2636           1313
   3           2807           9344           5188           6963           1161           8354           1500            430
   3           2979           8866           5292           4711           1181           2025           1999            340
   3           1851           9019           4738           5673            863           6941           1303            454
   3           2891           9605           6223           6720           1404           4730           1757            836
   3           4425           9477           6837           6553           1228           2664           2302            354
   3           2778           9397           5707           6820           1283           9436           2026           1324
   3           4077           9630           6822           9984           1195           8164           2014           1221
   3           3686           9215           6192           5428           1321           5471           1460            759
   3           2686           9352           5728           6966            852           7732           1523            663
   3           4849           9704           6128           8400           1209           9462           2173            707
   3           3192           9595           4599           6045           1735           4467           1878            751
   3           1701           7736           3935           5721            673           9571           1374            933
   3           3135           9999           5370           6167           1254           6218           2078            427
   3           1614           7331           4810           3929            738           9514           2524            526
   3           3249           8790           5067           7424           1021           7369           1774            961
   3           3100           8200           5012           4734           1200           6737           1701            595
   3           3150           8024           5083           7251           1230           5681           2046            453
   3           3379           9267           6696           6158           1101           4556           1909            701
   3           3476           8586           4136           6292           1034           6273           1113            938
   3           3067           9720           5833           5937           1117           6522           1833           1417
   3           3058           9440           5373           7256            834           7382           1860            243
   3           2436           8636           4678           5978           1019           4436           1550            691
   3           3034           9453           5860           7121           1117           5341           1562            848
   3           5373           9612           5544           7556           1825           6016           2474            664
   3           2342           8988           4767           3237            920            540            951            139
   3           2948           9141           5500           6248            970           6336           1408           1062
   3           1044           7310           2200           2992            539           3069            209         71.289
   3           4343           9686           5903           6626           1295           7133           2379            903
   3           3470           9983           5667           7361           1440           8568           2098           1144
   3           2859           9657           5829           7582           1249           7456           2061            860
   3           1857           9163           5445           6049           1024           8059           1777            724
   3           3966           9879           5705           7160           1172           4853           1974           1081
   3           4322           9924           6504           8758           1442           8026           3093            934
   3           5214           9966           7288           9906           1604           8383           4654           1110
   3           5429           9710           5660           6838           1554           2486           1608            687
   3           3733           9611           6622           8185           1252           7979           2285            668
   3           1553           7641           3924           4383            719           8970           1098            756
   3           2780           8319           3965           2517           1032           1500            835            381
   3           3190           9756           5547           6662           1168           5472           1727            971
   3           1761           8591           4031           4268            900           3589           1193            510
   3           3194           9547           6166           6893           1110           7244           2102            702
   3           3013           9070           4324           3342            995           1731           1069           1037
   3           2508           9367           5608           4970           1228           2434           1178            797
   3           3713           9711           5844           7352           1330           4765           1783            886
   3           3855           9413           6353           8990           2929           5971           2706            742
   3           3224           9435           5769           6680           1441           1855           1504            688
   3           3542           9512           5253           6888           1113           4296           1494           1084
   3           3221           9601           5906           5919           1210           8449           2044            576
   3           6204           9692           6338           7456           1409           5723           1904            495
   3           2913           9604           5449           6033            848           6524           2119            624
   3           3327           9999           6024           7105           1382           6558           2607            925
   3           2841           7654           3540           5071            802           5360           1105            660
   3           3010           9346           5631           6026           1251           8339           1634           1209
   3           4089           9785           6568           8017           1486           5933           2475            705
   3           3585           9436           6267           6930            898           8812           1963            237
   3           1906           8673           4696           5952            938           5826           1808            513
   3           3295           9630           6304           6628           1234           4524           2017            887
   3           3904           9708           6464           5645           1151           6640           1946            837
   3           4507           9571           6298           7856           1157           8445           2202            201
   3           2984           9436           4873           3796           1045           4508           1452            668
   3           4081           9806           6646           6887           1415           1470           2132            476
   3           2350           9447           5329           5654           1380           7861           1855            782
   3           3371           9428           5704           6155           1278           3382           1426            622
   3           1307           7879           4610           1794            679           1709            418            363
   3           2077           9219           5559           5871            937           5948           1443            722
   3           4706           9881           7548           7162           3242           3638           4162           1212
   3           2226           6319           3847           5661            744           4479           1285            536
   3           2624           9436           4919           5373           1344            603           1174            958
   3           4314           9726           6318           7196           1617           4867           2046           1051
   3           1275           9579           3967           3263            612           5924            707            593
   3           3866           9540           5519           6889           1562           4327           1790            993
   3           2864           8332           5669           6776           1075           6505           1628            780
   3           1915           8783           4308           6094           1033           4472           1926            643
   3           3888           9921           6509           7137           1483           6492           2247            641
   3           3299           9268           5482           6258            833           9507           1787            687
   3           2869           8809           4474           4717            756           7368           1370            509
   3           3046           9139           5632           6088           1161           6665           1696            510
   3           1631           8643           4026           5862           1085           6187           1867            365
   3           2532           9462           5470           6354            913           8521           1920            111
   3           3413           9737           6073           7864           1211           8505           2217           1169
   3           2108           9385           5580           5641           1285           4958           1881            911
   3           5048           9696           5747           7606           1330           9614           2147            508
   3           4398           8859           6468           7097           1158           6554           2260            911
   3           2656           9077           5580           5058            931           7448           1190            711
   3           4757           9664           6013           6934           1600            396           2077            209
   3           8019           9753           6580           9415           1513           5236           3821            874
   3           3100           9495           4336           5762           1152           4563           1914            967
   3            911           5454           3918           3611            436           9319           1107            279
   3           3575           9473           5698           7422           1146           7816           2085            970
   3           3282           9346           5482           6313           1097           6666           1598            700
   3           2866           9714           4957           6822           1254           5733           1686            619
   3           4522           9781           6412           8706           1254           7613           2154           1277
   3           2487           9721           6485           6788           1438           7214           2009           1563
   3           3531           9637           6090           7864           1286           7642           2307            639
   3           3476           9976           6525           6620           1237           5813           2452         93.510
   3           4032           9549           5542           6788           1358           5957           1779            807
   3           2713           9621           5556           6983           1366           8975           3145            510
   3           2840           8870           5805           5412            896           7020           1653            665
   3           3732           9866           8282           7304           1429           8166           2225           1264
