scenario      C1             C2             C3             C4             t1             CA1            t2             CA2      
   2           1174           9276           1099            782            137           9999           4309            167
   2            946           3928            702            537            105          10000           4520         58.475
   2            695           3371            575            270         73.480          10000           4289         59.674
   2            586           4675            543            675         96.907           9999           4419         33.136
   2            286           1624            172         88.364         52.036          10000           3527         20.409
   2            542           3101            503            260         58.248           9999           3914         27.843
   2            540           2072            457            120         49.791          10000           4008         42.912
   2            608           7457            797            402         88.468          10000           4519         49.027
   2            703           4648            948            291         73.867           9999           4332         38.983
   2            297           2188            332            206         39.331          10000           2918         40.157
   2            701           3497            433            211         90.629          10000           4173         87.047
   2            672           3206            544            324         93.169          10000           4217            120
   2            521           4258            393            251         91.456          10000           3980         65.502
   2            947           9002            992            725         99.506          10000           4592         36.114
   2            390           2118            216            147         47.352          10000           3671         26.656
   2            527           4566            463            502         90.118          10000           4503         39.507
   2           1264           9238            945           1034         99.719          10000           4502         94.889
   2            501           4222            393            311         73.114          10000           4132         77.988
   2           1013           3455            685            765         86.150           9999           4297         50.366
   2            792           6357            669            333         82.310          10000           4494         44.713
   2            717           2519            719            313         69.176          10000           4371         75.490
   2            636           3656            529            284         67.985          10000           4259         31.418
   2            601           3902            490            379            107           9999           4066         84.159
   2            300            684            353            233         34.828           9999           3052         16.208
   2           3163           6840           2804            613            135           9999           4569         92.534
   2            825           3923            923            369         84.337          10000           4584         72.189
   2            321           3249            408            329         51.452          10000           3543         64.698
   2            813           6173            757            394         98.556          10000           4506         91.636
   2           2055           7880           1285            864            122          10000           4778            164
   2            793           4717            512            396         94.052          10000           3922         52.175
   2            871           6486            931           1038         95.603          10000           4387         53.092
   2           1229           7846            885            524            110           9999           4540         63.187
   2           1289           7834            858            760            425           9989           4779            101
   2            981           7633            798            488         86.687          10000           4415         87.151
   2            924           8325           1985            909            242           9999           4810            104
   2            792           6032           1163            414         91.112          10000           4409         58.490
   2            965           4791            402            732         96.646          10000           4493         82.483
   2           1675           6495            931            628            111          10000           4678         79.682
   2            705           8758            732            553            103          10000           4475            122
   2            596           3284            306            245         70.831          10000           3800         65.087
   2            568           3678            509            382            104           9999           4288         19.246
   2           1567           6295            993            797            106          10000           4646         99.169
   2            723           3928            682            411            133           9998           4353         92.222
   2           1216           8791           1055           1312            111          10000           4490         68.315
   2           1034           7513            769           1230            114          10000           4611         59.620
   2            918           5724           1143            782            114          10000           4583            157
   2            308           3640            416            141         60.068          10000           4373         34.164
   2           1062           5989           1133            562            100           9999           4440         91.185
   2            727           4177            641            348         91.434          10000           4495         44.775
   2           1017           6529            594            394         84.080          10000           4417         49.733
   2            777           6786            855            537         88.277           9999           4357         88.118
   2            628           2793            278            307         69.067          10000           4184         86.279
   2            686           4571           1297            558         91.096          10000           4429            103
   2            596           3955           3749            395         71.400          10000           4345         66.575
   2            899           8997            720            710            119           9997           4288            117
   2            370           2673            734            353         63.719          10000           4001         70.863
   2            802           6216           2210            569         92.918          10000           4607         72.610
   2            525           2218            519            468         61.657           9999           3736         44.331
   2            412           2629            273            119         36.809          10000           2271         20.240
   2            706           5620            576            773         91.450          10000           4311         72.402
   2            941           7022           2098            710            102          10000           4840         46.334
   2            940           9680           1123            748            108          10000           4798         74.614
   2           1283           9839           1019           1025            120          10000           4586         75.683
   2            688           5235            575            364         82.293          10000           4251         67.776
   2           1143           6839            810           4215            104          10000           4640         26.828
   2            894           7880           1327            611            125          10000           4520         53.036
   2            660           4220            548            368         98.125           9999           4340         55.128
   2           1322           7452           1446           6913            126          10000           4615         70.887
   2            937           5715            947            481            159           9999           4384         84.067
   2           1490           5284            663            678            110          10000           4572         31.779
   2            492           4958            311            388         74.058          10000           3639         11.345
   2            507           2030            332            232         68.275          10000           4096         13.940
   2           1495           8328           1000            711            222          10000           4684         90.579
   2            391           5416            616            496         82.359           9999           4419         77.741
   2           1049           6505            924            887            102          10000           4837         62.433
   2           1034           4094            740            563         95.955          10000           4555         76.266
   2            636           4274            597            347         93.314           9999           4205         68.016
   2            531           2388            405            322         66.106          10000           3948         69.566
   2           1219           6277            245            853            118          10000           4591         69.004
   2           1010           8514            739            603            171          10000           4789         17.336
   2           1050           6034            560            328            100          10000           4684         10.000
   2            444           3307            329            147         56.566           9999           3488         50.856
   2           1036           5558            489            684            106          10000           4469         76.398
   2            748           7087            640            527            208           9999           4556         24.631
   2            565           4632            681            543         67.764          10000           4397         71.456
   2            684           4436            762            615            111          10000           4256         57.722
   2            660           3119            516            288         84.198          10000           3647         11.219
   2            770           3344            682            382         79.783          10000           4109         51.661
   2           1023           5869            835            775            131          10000           4475            118
   2           1491           5069           1045           9247            106          10000           4752         46.309
   2           2268           7784            549            813         94.186          10000           4738         77.660
   2            692           3632            529            423         78.623          10000           4306         62.091
   2            722           5084            549           1481         83.462          10000           4375         71.739
   2            295           2851            346            264         69.318           9999           3950         45.083
   2            561           3975            548            185         63.969          10000           3826         49.266
   2            323           2961            616            250         46.993          10000           3308         44.188
   2           1140           6246           1114           5268            102          10000           4481         80.445
   2            764           7013           1147            530            103          10000           4497         97.579
   2            597           2645            295            320         74.753           9990           4008         51.537
   2           1320           6827            656            485         84.428          10000           4622         11.908
   2            418           4530            428            361         79.892           9999           4233         89.986
   2            950           8407            907            865            103           9999           4517         94.613
   2            916           6255            966            527            115          10000           4483         95.763
   2            654           2486            613            372         58.669          10000           4290         56.742
   2           1126           5913           1253            546            110          10000           4544         90.869
   2            497           4460            880            259         89.327          10000           4320         46.322
   2            886           5072            585            527         94.651          10000           4490         30.576
   2           1288           7209            657            457            102          10000           4588         77.649
   2            621           2725            403            292         72.880          10000           3389         39.406
   2            871           7003            986            509         93.412          10000           4515         40.967
   2            979           6402            733            767            107          10000           4552         60.128
   2            625           1559            802            366         55.467          10000           3567         76.294
   2            309           3043            385            350         75.216          10000           3976         41.459
   2            382           1821            130            151         63.882           9998           3767         29.722
   2            877           5571            765           1536            109          10000           4487         47.582
   2           1029           5844            807           5965            111          10000           4455         86.245
   2           1165           7833           1000            853            106          10000           4688         25.594
   2            372           2011            346            115         60.011           9999           4037         44.276
   2            869           4265            441            493         82.556          10000           4331         84.631
   2            318           2325            455            201         55.191          10000           3933         57.356
   2            960           8740            723            489         83.214          10000           4856         53.182
   2           1317           5476           1564            769            120          10000           4682         68.220
   2            515           2413            495            358         70.755          10000           4155            127
   2            615           6025            956            715            100          10000           4461         23.629
   2           1119           5655            898            583            100          10000           4357         72.084
   2            563           2803            523            294         59.804           9999           3884         84.442
   2            835           7887            727            627         90.807          10000           4561         86.742
   2            510           3780            694            334         83.294          10000           4381         58.766
   2            808           7420           1006            687            120          10000           4578         52.656
   2           1059           5440            873            533         98.663          10000           4482         78.934
   2            910           7055            990            823         95.354          10000           4978         59.059
   2            973           6972            821            741            112          10000           4510         69.731
   2           3173           6658            964           6369            145           9940           4641            152
   2            675           4610            699            468         96.823          10000           4265         27.580
   2           1078           4534            400            534            100          10000           4450         63.294
   2            906           7693            870            700         95.913          10000           4467            109
   2            855           6347            739            922            102          10000           4596         63.386
   2           1331           4835            478            385         90.490          10000           4364         84.542
   2            561           5729            571           1699         92.401          10000           4416         79.196
   2            779           4186            547            493         85.320          10000           4292         38.807
   2            859           6584            581            418            108          10000           4609         62.155
   2            265           3615            212            130         45.621           9999           1875         14.280
   2            855           4181            491            557         79.456          10000           4368         72.680
   2            283           3262            487            326         76.300          10000           3807         30.326
   2           1038           6254            730            405            107           9999           4341         78.788
   2           1697           9008           1704            805            217           9999           4915         92.083
   2            522           3541            426            217         73.768           9999           4022         77.169
   2            683           4414            480            358         74.191           9999           4178         67.079
   2            564           3201            510            215         73.609           9999           4228         51.655
   2            454           4559            408            245         77.361          10000           4418         49.821
   2            751           5605            850           1031         76.389          10000           4476         41.721
   2            864           5122            846            494         94.361          10000           4456         74.041
   2            629           4075            646            339         99.653           9999           4234         82.453
   2           1369           5845            828            679            145          10000           4488         65.778
   2            647           5634            440            468         95.566          10000           4312         78.061
   2           1363           6592            784            660            101          10000           4615         93.521
   2            841           6876            656            479         91.197          10000           4464         74.825
   2            648           7520            651            355         79.602          10000           4439         76.976
   2           1116           6091            578            841         84.623          10000           4471         89.941
   2           1138           9365            711           1059         94.308          10000           4483         51.736
   2            861           6860            786            630         95.921          10000           4296            142
   2            903           8282           1438            614            128          10000           4602            108
   2            638           4547            624            435         70.295          10000           4113         86.242
   2            907           6518            555            626            104          10000           4586         74.635
   2            771           3518            494            476         81.185          10000           4116            134
   2            536           3412            437            240         59.119          10000           3956         65.316
   2            209           3550            388            229         73.818           9998           3882         58.397
   2            959           6816            739            918            125          10000           4581         99.764
   2            422           3772            661            384         68.086          10000           4029         50.955
   2           1006           9218            784           3185            117          10000           4535         58.236
   2            478           2467            500            363         68.398          10000           4229         57.251
   2            962           5362            596            426         86.472          10000           4452         63.224
   2            753           5499            562            407         95.116           9999           4336         48.957
   2           1464           8059           1984            804            119          10000           4633         78.654
   2            907           4889            706            803         95.797          10000           4542         53.520
   2            485           2538            592            429         66.954          10000           4227         24.239
   2           1093           9217            819            624            122          10000           4668         46.098
   2            289           4225            468            369         73.989          10000           4195         68.708
   2           1063           9954            831            779            100          10000           4883            100
   2            630           4101            704            523         65.528          10000           4364         61.758
   2            769           4831            867            422         98.782          10000           4144         89.526
   2            711           5852            600           3269         91.371          10000           4471         73.192
   2            531           5019            593            876         99.320           9998           4363         23.468
   2            781           2841            685            643         70.046          10000           4151         63.873
   2            697           8128            824            484         96.271           9999           4301         70.925
   2            465           4573            377            382         72.985          10000           4360         55.703
   2            777           4704            532            336         64.451          10000           4337         68.716
   2            836           5739            906           1156         77.374          10000           4283         72.552
   2            680           5814            455            410         87.111          10000           4400         62.520
   2            824           4787            544            370         80.074          10000           4473         68.760
   2           1470           7091            995           1153            116          10000           4552         84.417
   2            958           5876           1089            513         97.353           9999           4425         27.897
   2            877           5179            486            523         86.527          10000           4501         41.256
   2            501           5422            755            343         61.811          10000           4342         60.679
   2            642           4863            598            435         65.532          10000           4236         95.790
   2           1169           9543            951           1208            117          10000           4738         64.727
   2            822           4612            641            430         91.882           9999           4400         84.351
   2            534           3168            472            250         66.973          10000           4243         33.203
   2            920           9003           2868            615         92.503          10000           4604         78.053
   2           1391           4997           1464            568         97.660          10000           4520         77.760
   2            646           9591           1442            670            113          10000           4679         91.897
   2            863           5373           1122            725         99.265          10000           4287            144
   2            347           2621            384            246         36.293          10000           2359         24.161
   2           1487           5880            676            411         86.124          10000           4475         73.256
   2           4180           7622           7621            599            115          10000           4485         64.048
   2            625           3714            573            545            110          10000           4388         97.715
   2            858           8063            513            283         83.583          10000           4404         46.131
   2            408           2700            321            459         60.574           9999           4076         72.877
   2            793           5786            733            622         85.116          10000           4426            106
   2            977           5403            662           2206         91.469          10000           4838         49.880
   2            572           5991            765           5628         85.361          10000           4516         64.049
   2           1712           7419           1163            664            101          10000           4469         22.710
   2            541           4256            510            358         87.506          10000           4168         64.950
   2            370           2354            368            322         52.929          10000           3910         62.664
   2            652           3840            638            448         71.075          10000           4239         50.887
   2           1057           8374           2461            780            121          10000           4946         66.105
   2            729           6459            802            427         94.129          10000           4391         66.129
   2           7345           9102            900           2279            100          10000           4537         45.608
   2            760           3333            498            199         77.057          10000           3916         72.521
   2            567           4228            547            372         84.084          10000           4234         50.430
   2            689           3099            651            275         74.223          10000           4370         28.198
   2           1094           6293            776            724            134          10000           4516         80.728
   2           6425           8008            998            611            109          10000           4700         92.553
   2            603           6322            658            348         81.245          10000           4309         72.240
   2            724           8596            906            531         88.401          10000           4481         89.012
   2            972           2948            773            439         82.962          10000           4439         44.558
   2           1049           5861            702            442            105          10000           4652         83.595
   2            620           3775            595            314         61.085           9999           3869         57.033
   2            390           1714            477            109         57.194           9999           3902         32.185
   2            799           9104            676            668            111          10000           4645         90.469
   2            687           4872            455            254         74.576          10000           3886         46.713
   2            814           4795            846            425            107          10000           4748         39.007
   2            785           4721            924            287            105           9999           4218         71.649
   2           1825           7526            986           1195            110          10000           4597            116
   2           1166           8989            843           1417            103          10000           4549         64.090
   2            914           6612            698            740            126          10000           4537         82.004
   2            668           4996           1170            468         97.613          10000           4501         89.157
   2            946           5083            819            649            107          10000           4423         89.398
   2           2769           5659           1022            893            114          10000           4889         46.521
   2            318           1344            230            351         52.403          10000           3705         54.488
   2            750           7084            965           1054            110          10000           4017         52.229
   2           1585           8296           3462           2463            269           9997           4986            145
   2            222           2286            497            283         61.914           9999           3884         64.012
   2           2927           6500            745            528            116          10000           4521         57.457
   2           1123           5818            755           1165         96.788          10000           4592         60.996
   2            626           4641            678            471         84.921          10000           4497         46.446
   2           2051           8149            772           3371            114          10000           4563            109
   2            502           6114            704            327         82.654          10000           4349         34.378
   2            407           3057            815            482         65.798          10000           4106         91.947
   2            362           2355            440            166         72.829          10000           4129         36.537
   2            533           3586            754            323         86.262           9999           3835         56.700
   2            877           8200            737            339            100          10000           4302         55.489
   2            768           7392            798            604            116           9999           4557         44.796
   2            746           6308           1196           3399         91.000          10000           4436         71.277
   2            671           4718            511            529            113           9999           4099         73.519
   2           1139           8149           1056           2160            105          10000           4468         52.270
   2           1093           5456            831            462            105          10000           4445         88.345
   2            790           7157            819            462         88.232          10000           4434         58.572
   2           1469           9663           2038           3492            177          10000           4931         83.475
   2            594           4534            718            595         99.442          10000           4660         30.344
   2            710           4279            585            426         93.419          10000           4137            133
   2            735           4820            779            531         95.941          10000           4336         76.180
   2           1343           6986           1029           1779            106          10000           4658            106
   2           1448           6621            986            533         99.943          10000           4615         77.948
   2           1052           4838            548            561            155           9999           4537         62.150
   2           1082           9258            673           2889            107          10000           4600         32.697
   2            724           3908            531            419         74.033          10000           4134         50.213
   2           1040           4571            495            721            130           9999           4550         19.090
   2           1597           8659           1089           1318            128          10000           4644         72.195
   2            848           9496            709            589         87.766          10000           4576         44.091
   2           1706           8084            743            863            116          10000           4843         19.569
   2            822           9182            898            542            113          10000           4584         83.539
   2            657           4855            433            474            100          10000           4477         46.296
   2            994           8469            787            500         95.674          10000           4417            106
   2            595           4029            620            466         71.408          10000           4167         50.226
   2            948           7942            754            991         83.179          10000           4646         34.690
   2            766           3491            214            265         75.803           9999           4188         65.189
   2            372           2216            258            379         65.981           9999           3990         59.736
   2            452           1726            459            345         50.475          10000           3507         35.139
   2            294           2322            193            222         57.420          10000           3785         48.247
   2            645           5454            994            473         90.563          10000           4660         17.221
   2            711           5225            529            468            109          10000           4362         47.399
   2            677           9730           1697            539         88.511          10000           4721            101
   2            684           4477            394            275         71.093           9999           3960            111
   2            605           4872            918            330         99.476          10000           4163         63.239
   2            686           5788           1048            551            101          10000           4210         36.054
   2           1346           6769           1386            617            108          10000           4551         72.629
   2           4482           3768            675            626         92.700          10000           4536         69.436
   2            700           8987            627            383         83.070          10000           4482         45.926
   2            993           8059            930            870            107          10000           4569         51.226
   2           1127           6975            596            842            102          10000           4643         10.738
   2           1136           6366            880            999         84.331          10000           4927            101
   2            451           1468            361            305         52.272          10000           3986         59.480
   2            633           6245            772            746            108          10000           4761         50.148
   2            319           4093            455            480         84.079          10000           4477         57.690
   2            418           3146            459            329         53.752          10000           3973         44.208
   2           1055           6014            690            318         90.411          10000           4441         71.744
   2           3198           9373            838            452         96.079          10000           4571         30.925
   2            463           5644            485            508         83.328          10000           3856         54.087
   2            813           7472            658            504            145          10000           4773         57.040
   2           1149           5305           1710            699            119          10000           4553         32.003
   2            333           3192            413            458         71.442          10000           4029         96.920
   2            567           5192            570            403         90.103          10000           4314         40.900
   2           1067           6533            775           1035            109          10000           4601            101
   2            481           4362            691            507         73.858           9999           3915         69.635
   2            824           8270            727            485            109          10000           4393         28.901
   2            685           4546            398            159         62.055          10000           4115         66.169
   2           1949           6936            827            741            116          10000           4530         87.073
   2            914           7767            722            571            128          10000           4667         76.015
   2           1258           7153            975            607            124          10000           4668            133
   2           1045           5470            735            869         95.094          10000           4490         95.363
   2            847           4957            795            298         80.871          10000           4306         99.694
   2            966           8797           4558           1465         99.343          10000           4811         68.811
   2            509           3704            652            523         96.320          10000           4277         86.609
   2            763           4500            757            505         78.886          10000           4426         17.639
   2            933           5867            888            582            110          10000           4524         97.307
   2            635           3811            705            442         67.593          10000           3919         58.343
   2            388           4072            371            170         72.175          10000           3574         58.044
   2           1025           6169            900            575            111          10000           4697         36.695
   2            933           6557            607            711         93.360          10000           4535         56.520
   2            453           3328            652            478         80.264          10000           4325         87.519
   2            869           4998            776            712            100          10000           4519         77.562
   2            537           6517            588            522         82.894          10000           4427         52.341
   2           1473           7840            832           1471            103          10000           4510         83.451
   2           1270           9614            812           2372            109          10000           4655         89.149
   2           1107           5566            959           2070         86.124          10000           4515         69.787
   2            715           6537            492            584         82.506          10000           4262            108
   2            304           2417            247            282         51.429           9999           3770         63.047
   2           1458           7213           1143            891         97.644          10000           4561         88.505
   2            458           4993            305            354         85.039          10000           4261         59.236
   2           1264           9355           2498           2711            127          10000           4712            103
   2            855           4680            716           6117            205          10000           4688         75.633
   2            893           4261            902            387         92.549          10000           4753         59.043
   2            883           8502            718           1254            103          10000           4649         55.410
   2            796           5565            516            362         87.789          10000           4580         34.082
   2            739           4762            933            327         89.685          10000           4548         24.156
   2            328           2928            562            350         73.764           9999           4097         69.430
   2            482           2075            358            222         67.028           9999           4005         49.584
   2            463           3419            394            293         71.311           9999           3661         56.002
   2           5801           5984           1003            774         88.369          10000           4694         33.742
   2            659           5443            754            519         77.851          10000           4448         29.983
   2            639           2865            539            289         76.103          10000           3984         50.886
   2            434           3462            440            226         72.793          10000           3898         54.449
   2            468           1513            540            351         69.690          10000           4037         65.789
   2           1952           8173            943            906            108          10000           4731         97.010
   2           1041           3675            819            288         93.563          10000           4301         72.944
   2            309           3150            322            213         62.660          10000           3368         20.545
   2           1040           7109            821            415         93.525          10000           4392         69.479
   2            788           4338            552            409         82.936          10000           4026         36.947
   2            351           2773            246            206         74.153          10000           4016         76.071
   2           1048           6402            604            618         91.720          10000           4693         73.625
   2            742           3640            505            365         86.808          10000           4467         69.066
   2            539           4658            556            360         71.896          10000           4304         51.762
   2           1239           6117            758            765            105          10000           4564         83.237
   2            399           3227            542            307         67.861          10000           4314         61.538
   2            424           3629            374            561         83.140           9999           4174         66.932
   2           2064           6419            804           1523            112           9999           4407         32.517
   2            243           1832            295         83.019         49.867           9999           3463         41.106
   2            239           2866            221            391         66.371           9999           3433         48.050
   2            504           3663            402            276         81.033          10000           4173         49.101
