scenario      C1             C2             C3             C4             t2             CA2      
   1           6999           9931           3242            259            326           9997
   1           5379           9851           1652            141            119           9997
   1           2096           9509           1230         96.855            102           9970
   1           5866           9888           2196            236            165           9997
   1           6179           9926           1913            276            248           9996
   1           6297           9939           3083            327            296           9991
   1           5866           9984           3363            459            360           9992
   1           5744           9766           2465            177            190           9995
   1           5851           9912           2533            243            211           9997
   1           9490           9960           2811            400            572           9997
   1           4641           9805           2252            174            127           9993
   1           4321           9758           1825            136            136           9991
   1           6830           9972           2822            302            715           9988
   1           6168           9931           2168           1067            262           9996
   1           7162           9973           3464            667            389           9998
   1           6039           9897           2896            326           2167           9996
   1           6790           9996           3914            719            327           9997
   1           5820           9917           2747            380            217           9997
   1           7368           9958           2685            352            252           9997
   1           2806           9427           1140         30.147            105           9978
   1           6762           9998           3432           1369            332           9995
   1           6753           9976           3367            612            387           9994
   1           6695           9911           2614            396            249           9998
   1           5551           9911           2431            349            254           9997
   1           5237           9908           2163            254            199           9996
   1           4261           9568           1035         96.604            102           9997
   1           6284           9919           3034            372            245           9995
   1           6666           9943           3347            245            348           9997
   1           6123           9914           3120            199            193           9996
   1           5005           9884           2080         95.145            124           9994
   1           5954           9896           2621            196            195           9996
   1           5836           9914           3411            148            130           9995
   1           8540           9986           2954            351            350           9997
   1           5498           9918           2850            242            352           9996
   1           7165           9984           3371           1149            310           9994
   1           5589           9943           2418            246            227           9990
   1           7126           9974           4374            746            786           9996
   1           6787           9989           3583            314            542           9997
   1           5568           9916           2719            320            203           9997
   1           7067           9983           7339            585            666           9996
   1           6309           9973           3288            212            306           9995
   1           4687           9933           2146            252            168           9994
   1           9265           9975           3363            304            489           9997
   1           5895           9949           2569            282            236           9995
   1           6019           9956           2960            554            180           9996
   1           4836           9866           2365            199            167           9995
   1           2684           9500            891         54.110            119           9985
   1           5826           9880           2297            189            107           9997
   1           6783           9967           3020            396            233           9996
   1           4401           9808           1323            121            166           9994
   1           5570           9871           2301            185            222           9993
   1           4304           9850           2079            204            190           9995
   1           5243           9866           2574            221            233           9995
   1           5232           9891           1956            286            225           9996
   1           6090           9942           2596            201            323           9993
   1           5589           9799           1418            179            105           9994
   1           5245           9926           2928            179            305           9997
   1           5536           9931           2826            306            171           9994
   1           7569           9992           6826            512            396           9996
   1           4834           9826           1771            186            172           9994
   1           6175           9827           2333            280            149           9995
   1           4789           9824           1768            202            101           9996
   1           5759           9851           2547            249            163           9990
   1           7049           9947           3100            300            246           9992
   1           7202           9983           4128           1104            339           9997
   1           5558           9926           2953            191            211           9995
   1           6286           9901           2894            227            218           9973
   1           6684           9943           2531            298            269           9996
   1           6978           9962           2789            388            263           9996
   1           6550           9947           3176           2611            277           9996
   1           6691           9985           3041            195            280           9995
   1           4352           9896           2211            163            179           9994
   1           5957           9948           2754            354            195           9998
   1           6819           9984           3458           1335            373           9998
   1           5282           9895           1952            199            228           9994
   1           6583           9992           3021            690            419           9996
   1           7918           9992           3422            524            425           9997
   1           7868           9996           3651            623            335           9995
   1           5222           9820           1558            214            189           9992
   1           6040           9921           2074            373            271           9997
   1           7483           9949           2841            209            311           9996
   1           3177           9634           1060            119         87.980           9989
   1           6392           9954           3242            809            280           9996
   1           4611           9595           1523            119            119           9993
   1           5980           9922           2815            327            186           9993
   1           4861           9848           2002            107            217           9995
   1           8557           9961           2754            530            298           9997
   1           6908           9932           3380            333            247           9998
   1           6939           9958           3183           1002            270           9997
   1           6348           9987           2325            882            296           9997
   1           6261           9949           3494           4598            289           9997
   1           1791           9654            562         27.949         36.277           9988
   1           6382           9957           5090            363            247           9997
   1           5899           9927           2195            225            251           9996
   1           6283           9971           2218            345            197           9996
   1           9307           9978           3492            312            571           9994
   1           6035           9928           2440            237            223           9996
   1           4653           9867           2373            153            178           9996
   1           4490           9686           1838            147            133           9996
   1           6696           9973           2724            492            734           9997
   1           6228           9954           3311            694            247           9991
   1           5040           9705           2180            230            110           9994
   1           6693           9950           2915            235            281           9997
   1           6264           9925           2676            340            237           9996
   1           5789           9895           2161            193            205           9995
   1           8696           9959           2599            421            293           9996
   1           6279           9976           3385            240            283           9996
   1           4478           9706           1142            104            121           9994
   1           4901           9891           2398            180            195           9994
   1           7165           9925           2193            223            268           9997
   1           6557           9973           2825            290            246           9991
   1           8490           9958           3557            855           1184           9998
   1           4656           9877           2427            281            254           9994
   1           6365           9958           3460            221            292           9998
   1           6053           9920           2803           1780            278           9997
   1           7466           9980           4181           1244            378           9997
   1           4911           9935           2992            249            251           9996
   1           5272           9768           2267            107            151           9991
   1           4962           9915           2464            249            140           9992
   1           6660           9996           3327            419            303           9996
   1           5884           9929           2420            176            256           9996
   1           7078           9947           3009            472            283           9997
   1           5032           9915           2441            320            221           9996
   1           6271           9975           3109            494            362           9998
   1           6913           9963           3379            388            342           9997
   1           5807           9919           2705            242            260           9995
   1           5968           9964           2887            316            220           9995
   1           6391           9991           2610            390            288           9997
   1           6929           9965           3039            981            332           9996
   1           7541           9992           7333            734           1860           9997
   1           6838           9939           2814            476            299           9997
   1           6601           9874           2744            208            187           9996
   1           4858           9743           1983            139            176           9990
   1           6242           9989           3079            273            300           9994
   1           6349           9883           3177            233            231           9997
   1           6186           9968           3033            331            302           9996
   1           8772           9980           2942            339            284           9998
   1           6396           9982           3589            559            311           9997
   1           7248           9978           6436           1463            913           9997
   1           4698           9789           2104            111            149           9994
   1           5944           9919           2961            293            200           9997
   1           4669           9771           1711            214            153           9959
   1           5636           9857           1999            186            210           9996
   1           4046           9573           1655         71.924         53.174           9990
   1           4410           9843           2388            257            167           9996
   1           6466           9934           2675            337            219           9996
   1           6351           9956           3093           1009            232           9997
   1           6426           9988           2682            366            342           9995
   1           7728           9995           2981            830            351           9995
   1           7002           9980           3713            445            556           9996
   1           5920           9942           2358            232            243           9997
   1           9779           9978           3678           1213            745           9997
   1           4840           9804           1811            198         98.787           9996
   1           5396           9877           2217            141            131           9995
   1           2934           9768           2002            121            114           9995
   1           6586           9931           2338            756            315           9995
   1           6586           9962           3705           2063            277           9996
   1           4522           9833           2378            185            167           9996
   1           5314           9887           3075            213            211           9980
   1           5620           9936           3331            357            219           9996
   1           6413           9970           2793            518            313           9998
   1           5502           9946           2527            217            237           9996
   1           9753           9965           3216            416            393           9997
   1           8784           9955           3188           2672            606           9993
   1           3363           9646            892         87.000         95.012           9992
   1           6601           9937           2599            301            274           9997
   1           8211           9947           3767           1070            882           9997
   1           4865           9858           2100            245            160           9996
   1           5805           9937           2761            241            216           9994
   1           6828           9985           3482            493            319           9997
   1           4872           9562           2091         75.665            139           9994
   1           6227           9928           2984            270            246           9998
   1           8139           9986           4920            497            845           9998
   1           5120           9780           2276            131            159           9994
   1           6087           9924           2789            259            225           9997
   1           6411           9957           3003           1330            311           9991
   1           5180           9960           2081            230            247           9990
   1           4287           9798           1498            105            104           9995
   1           5772           9895           2053            268            252           9996
   1           3498           9827           2302            183            140           9994
   1           5894           9946           2455            195            224           9997
   1           5038           9867           1894            164            136           9997
   1           6061           9867           2709            191            173           9997
   1           6006           9929           2552            234            179           9993
   1           3439           9382           1503         61.673            108           9991
   1           6532           9979           3216            640            297           9992
   1           7109           9959           2774            303            290           9997
   1           3116           9642           1880            153            116           9995
   1           5766           9968           3104            342            339           9995
   1           7053           9962           2374            532            615           9996
   1           6725           9928           2513            551            222           9996
   1           6382           9931           2843         99.423            167           9993
   1           6668           9948           3050            598            296           9994
   1           6257           9960           3476            391            249           9994
   1           4380           9874           1731         87.721            116           9995
   1           4620           9869           1706            165            121           9995
   1           6208           9913           2415            238            220           9995
   1           6056           9948           3151            336            306           9997
   1           6166           9912           2484            577            237           9995
   1           4966           9805           1772         81.182            197           9990
   1           7137           9984           2761            589            412           9995
   1           7185           9982           5443            736            496           9997
   1           5337           9878           2276            161            201           9994
   1           7457           9983           3930            408            290           9993
   1           6087           9917           2463            248            241           9993
   1           6364           9995           3070            334            289           9997
   1           6487           9921           2436            204            184           9993
   1           6240           9967           3024            343            228           9993
   1           4384           9756           1728            145         91.244           9995
   1           6809           9968           7974            323            432           9994
   1           6349           9928           2504            258            240           9997
   1           7234           9983           3554            497            270           9997
   1           4778           9894           2483            197            182           9995
   1           6435           9979           2612            367            278           9997
   1           7005           9998           3096            841            752           9996
   1           6616           9936           2432            284            245           9997
   1           6204           9929           2053            233            204           9995
   1           5459           9823           2564            245            106           9997
   1           7950           9878           2030            193            176           9996
   1           8795           9959           3516            540            966           9997
   1           6182           9883           2044            277            212           9996
   1           6935           9997           3512            521            307           9996
   1           6467           9944           2244            282            269           9993
   1           5504           9828           1749            187            235           9991
   1           5430           9815           2385            216            109           9992
   1           6036           9781           2383            319            210           9995
   1           4863           9874           1729            156            109           9996
   1           6592           9973           2999            397            271           9996
   1           6195           9911           2677            146            254           9996
   1           6718           9970           2950            245            290           9994
   1           5727           9995           2807            307            253           9996
   1           6307           9953           2688            486            239           9996
   1           6552           9931           2685            390            231           9889
   1           4963           9810           1504         94.202         92.709           9994
   1           8150           9982           3520            737           1655           9995
   1           4451           9732           1599         75.712            146           9994
   1           5914           9876           2437            243            230           9995
   1           7094           9981           3446            397            345           9995
   1           4623           9831           1531         88.585         79.337           9994
   1           5120           9862           2550            491            180           9996
   1           5848           9924           3008            619            228           9993
   1           3086           9335           1037         80.647            109           9991
   1           6286           9972           3212            288            276           9995
   1           6911           9982           3142            451            331           9997
   1           6412           9957           3280            343            371           9997
   1           4418           9868           2001            192            132           9992
   1           6352           9863           3357            405            248           9975
   1           6800           9953           3603           1456            289           9997
   1           6635           9997           3471            284            236           9911
   1           6879           9939           2326            462            255           9995
   1           8503           9955           2969            412           3980           9997
   1           5229           9786           2211            131            179           9994
   1           6929           9980           3433           4560            308           9997
   1           5727           9931           2317            207            166           9995
   1           6178           9929           2924            353            284           9997
   1           6303           9968           3505            351            579           9991
   1           6400           9988           3649            332            330           9998
   1           5719           9926           2802            157            232           9996
   1           7030           9997           4295            292            306           9998
   1           4545           9732           1318         69.807            115           9993
   1           5128           9922           2193            236            187           9997
   1           5964           9984           2237            213            274           9996
   1           5984           9917           2790            478            264           9997
   1           5501           9928           2766            202            212           9991
   1           5977           9931           2602            510            235           9994
   1           6043           9985           2982            218            245           9995
   1           6757           9973           3794            760            315           9996
   1           6698           9913           2206            203            245           9995
   1           6968           9959           3680           1012            318           9997
   1           5723           9878           2840            248            176           9995
   1           4506           9950           2499            353            207           9997
   1           5470           9907           2448            162            171           9997
   1           5858           9944           2823            963            342           9991
   1           4108           9827           1362            125            142           9994
   1           7058           9984           3325            418            331           9996
   1           6227           9869           2617            307            218           9995
   1           6462           9923           2829            424            238           9996
   1           2960           9553            951         78.535            103           9991
   1           9944           9974           3969            632            479           9997
   1           5107           9879           2912            210            170           9995
   1           6754           9959           3117            463            305           9997
   1           7443           9957           2940            364            276           9997
   1           5571           9910           2914            428            194           9998
   1           5911           9964           2890            435            302           9996
   1           6465           9959           3517            291            251           9997
   1           5724           9839           2182            173            210           9993
   1           5680           9921           2778            328            227           9994
   1           1379           9411            967         30.982         39.754           9985
   1           5839           9935           2679            708            306           9995
   1           6967           9976           3159            443            333           9996
   1           5388           9901           2212            338            192           9996
   1           7301           9987           3891            532            332           9997
   1           6210           9905           2372            338            226           9996
   1           7050           9973           8014            470            438           9996
   1           6396           9961           2176            185            246           9996
   1           5016           9882           3250            242            160           9996
   1           6164           9954           3215           2588            265           9995
   1           9668           9981           3533            471            462           9995
   1           4705           9695            968         72.649         82.731           9994
   1           6531           9906           2448            237            238           9994
   1           5426           9947           3101            289            513           9992
   1           6353           9922           2793            228            216           9996
   1           5299           9915           1843            199            212           9996
   1           6247           9991           3042           2218            318           9995
   1           5438           9772           1654            287            131           9992
   1           7094           9946           5505            358            225           9996
   1           6068           9986           3776            270            244           9996
   1           5872           9920           2001            161            265           9996
   1           6993           9982           3484            329            336           9995
   1           6172           9964           2427            244            193           9996
   1           6238           9963           2454            301            301           9997
   1           5419           9926           2473            467            216           9996
   1           4965           9920           2540            211            226           9982
   1           7221           9956           3124            322            344           9997
   1           6618           9914           2790            261            244           9996
   1           4578           9868           1638            240         85.513           9960
   1           5995           9914           2848            227            219           9996
   1           3981           9874           1743            140            118           9995
   1           6031           9896           1705            274            238           9996
   1           7341           9978           3402            443           2417           9997
   1           6002           9904           2770           1634            346           9994
   1           6990           9978           2846            484            356           9995
   1           5942           9948           2533            268            286           9994
   1           7277           9952           3291            343            252           9997
   1           5248           9924           2420            143            206           9996
   1           6171           9998           2652            293            223           9996
   1           3678           9761           1094         51.686         95.272           9991
   1           6917           9987           3207            364            305           9996
   1           5460           9932           2061            208            188           9996
   1           6924           9970           4135            344            310           9995
   1           6426           9957           2415            182            398           9997
   1           3756           9819           1854            162            149           9995
   1           6161           9933           2121            210            230           9996
   1           6447           9938           2478            319            284           9996
   1           8304           9990           2899            391            284           9995
   1           6590           9952           5390            335            262           9996
   1           6837           9958           2803            461            273           9994
   1           7131           9989           5751            899            335           9995
   1           9238           9988           3632            404            902           9998
   1           7695           9945           2959            336            271           9997
   1           5185           9850           1492            218            187           9994
   1           5563           9796           2414            179            135           9995
   1           6152           9864           2120            178            158           9996
   1           5871           9866           1587            134            138           9994
   1           6613           9936           3273            278            250           9996
   1           9576           9974           2579            438            402           9997
   1           6275           9924           2264            327            255           9994
   1           4329           9835           1386         66.862            100           9995
   1           8005           9964           3509            650            875           9997
   1           4488           9837           1885            267            235           9994
   1           6997           9983           2515            420            290           9987
   1           4954           9819           1558            149         91.963           9990
   1           5719           9913           2576            296            235           9994
   1           7481           9977           4433           2517            367           9996
   1           7904           9999           5338           1194           1294           9996
   1           5914           9928           2041            278            174           9996
   1           3893           9861           2379            263            146           9996
   1           6635           9993           3447            461            292           9998
   1           5038           9696           1320            253         86.220           9992
   1           5218           9874           1932            214            137           9994
   1           6510           9900           2945            283            317           9997
   1           4812           9731           2137            275            182           9989
   1           9269           9989           4113            666            545           9997
   1           4681           9776           1885            211            201           9991
   1           6445           9998           2594            328            199           9998
   1           6252           9941           2875            170            289           9997
   1           6379           9929           2780            398            290           9995
   1           6824           9989           3138            507            477           9996
   1           7857           9962           3435            919            319           9997
   1           4078           9590           1909            193            169           9992
   1           4976           9921           2153            223            143           9996
   1           6627           9981           2668            387            288           9997
   1           5594           9739           1799            165            195           9994
   1           9287           9940           2809            708            270           9995
   1           5556           9902           2059            182            201           9996
   1           2988           9792           1363         52.918         97.455           9992
   1           6552           9967           2733            254            211           9995
   1           6921           9903           2535            329            253           9994
   1           6702           9977           3148            993            447           9998
   1           8355           9928           2334            253            243           9996
   1           6909           9939           3061            218            210           9998
   1           5132           9925           2699           1472            223           9994
   1           2436           9791           1275            170         51.065           9992
   1           5911           9926           2820            242            201           9996
   1           5163           9880           2045            205            134           9987
   1           5623           9942           3124            220            204           9993
   1           5234           9895           2524            225            161           9996
   1           6854           9947           3398            508            300           9995
   1           8485           9970           2975            357            238           9996
   1           5664           9919           1804            291            158           9996
   1           8576           9958           2996            279            372           9994
   1           6687           9930           3308            646            254           9991
   1           7024           9979           3356            262            296           9997
   1           9313           9977           4270           6443            383           9997
   1           5854           9927           2606            374            306           9997
   1           5390           9864           2752            124            188           9995
   1           6031           9857           2362            227            244           9994
   1           5274           9862           2338            164            200           9996
   1           3372           9820           2382            138            168           9991
   1           6431           9972           2739            385            233           9998
   1           7234           9991           3807           1206            344           9997
   1           7206           9985           3127            484            311           9997
   1           5896           9819           2361            232            162           9997
   1           7456           9993           4565            632            708           9993
   1           6631           9988           3151            264            331           9993
   1           7061           9965           3063            306            307           9996
   1           5856           9914           2495            270            199           9996
   1           4903           9847           1703            208            155           9996
   1           6047           9922           2968            308            219           9994
   1           3873           9739           1193            148         61.161           9995
   1           7245           9950           2746            407            254           9996
   1           6932           9988           4264            245            275           9996
   1           6376           9970           2898           2119            392           9995
   1           7386           9949           2826            408            262           9993
   1           6674           9986           3172            359           4299           9992
   1           5992           9946           1960            233            282           9995
   1           6264           9948           2446            336            241           9996
   1           5709           9879           2211            211            264           9991
   1           6684           9953           2494           2718            267           9998
   1           4583           9872           1685            288            134           9994
   1           3744           9727           1802            161         70.715           9994
   1           5111           9903           2652            211            229           9994
   1           5864           9943           2668            326            256           9994
   1           9069           9995           3301            392            368           9997
   1           5911           9869           2065            200            222           9995
   1           6642           9921           2973            479            262           9996
   1           6393           9823           3017            286            204           9997
   1           3561           9787           1676            189            131           9994
   1           9023           9996           2838            301            547           9997
   1           5346           9248           1873            231            151           9990
   1           6170           9926           2366            246            231           9994
   1           6257           9930           2696            214            217           9992
   1           7458           9976           3474            550            411           9995
   1           4734           9864           1469            165            185           9992
   1           6320           9874           2680            217            156           9997
   1           6351           9947           2545            364            274           9996
   1           6640           9949           2848            277            263           9991
   1           5683           9976           2722            352            256           9994
   1           6630           9928           2910            502            308           9995
   1           6220           9951           3110            692            244           9995
   1           7122           9940           2562            574            320           9996
   1           6828           9948           3246            313            445           9994
   1           6845           9955           3199            489            759           9975
   1           5957           9879           2338            186            283           9995
   1           3807           9791           1211            122         86.829           9996
   1           8006           9958           2865            386            324           9997
   1           6751           9961           2806            507            487           9997
   1           6409           9941           3598            562            258           9995
   1           5745           9783           3034            294            148           9996
   1           9700           9994           5006            424            567           9997
   1           5650           9923           2201            229            208           9996
   1           6657           9984           4337            575            316           9997
   1           6122           9963           2733            228            261           9996
   1           7484           9998           8880            854            364           9997
   1           6644           9974           3253            935            332           9995
   1           3470           9636            468         71.256         73.673           9987
   1           2453           9647           1159            137            119           9992
   1           5298           9882           2295            127         85.437           9993
   1           6796           9914           3218            583            293           9997
   1           7025           9969           4952            575            592           9998
   1           6564           9977           3197            446            301           9997
   1           5579           9781           2645            168            263           9989
   1           3909           9742           1868            130         77.864           9994
   1           6372           9905           3018            381            307           9996
   1           5872           9953           2639            152            210           9996
   1           3102           9610           1332         89.185         81.946           9991
   1           5792           9938           3578            201            242           9992
   1           6677           9959           3168            451            284           9997
   1           7105           9931           3733            341            254           9996
   1           7568           9991           4275            371           1267           9998
   1           6164           9968           2724            354            207           9997
   1           6336           9936           2685            706            284           9997
   1           4276           9823           1507            167         90.513           9996
   1           6942           9988           3633            366            312           9997
