scenario      C1             C2             C3             C4             t2             CA2      
   1           4532           9500           1639           2014            821           9998
   1           7745           9791           2337           6631           1096           9998
   1           4839           9468           1801           2682            870           9998
   1           6048           9953           1816           3187            992           9998
   1           7800           9740           2019           3460            984           9999
   1           4676           9759           1459           2125            892           9998
   1           6683           9892           1955           2916            976           9999
   1           6737           9894           1788           3964           1131           9998
   1           6645           9825           2510           4608           1087           9999
   1           4035           9206           1340            914            606           9991
   1           5737           9889           1765           3967            920           9998
   1           5603           9444           1531           1801            807           9997
   1           6632           9830           2164           2788           1045           9999
   1           3666           9154            586           1675            625           9997
   1           6575           9707           1112           2504            929           9998
   1           7790           9947           2349           5935           2156           9998
   1           7979           9898           2111           3791           1177           9999
   1           5912           9650           1453           7881            839           9998
   1           6329           9718           1838           1289            858           9998
   1           4884           9383           1446           1431            775           9998
   1           5376           9436            901           2710            711           9997
   1           8441           9945           3089           3844           1127           9999
   1           4962           9529            843           1017            740           9997
   1           8361           9894           1816           3400           1522           9996
   1           5499           9606           1546           3115            781           9998
   1           4470           9628           1893           1920            851           9998
   1           5128           9765           1967           3453            954           9998
   1           7378           9947           4299           7265           1796           9999
   1           4815           9425           1542           1678            738           9998
   1           4970           9657           1410           2537            789           9999
   1           6130           9769           2276           3275           1079           9998
   1           6342           9945           1444           5435           1285           9998
   1           6638           9922           1734           2170            954           9984
   1           6859           9863           1995           4513           1032           9999
   1           5767           9862           1834           4970            931           9998
   1           6318           9680           1960           2138            957           9998
   1           5111           9304           1014            588            543           9997
   1           9712           9787           2191           9992           1194           9999
   1           6469           9993           1985           3408           1096           9998
   1           4475           9512           1244           1647            585           9999
   1           5843           9998           1822           2734            855           9997
   1           4466           9073            638           1687            590           9998
   1           5814           9539           1677           2663            875           9998
   1           3780           9322           1283           1999            630           9998
   1           7864           9895           2016           4510           1289           9999
   1           4011           9610           1082           1342            726           9998
   1           9008           9775           2054           3103           1024           9999
   1           5284           9631           1792           2238            810           9999
   1           6707           9928           1455           3643            942           9999
   1           5959           9537           1761           2086            900           9997
   1           5531           9582           1644           2196            858           9998
   1           6677           9908           5499           2861           1091           9997
   1           8013           9727           1799           2480           1012           9999
   1           7130           9917           7650           3442           1254           9967
   1           4769           9409           1559           1828            681           9999
   1           6842           9845           6994           3935           1006           9998
   1           5329           9960           1789           2739            907           9997
   1           5011           9543           1350           2684           1188           9998
   1           6552           9886           1946           3719           1018           9998
   1           4913           9688           1948           3459            952           9998
   1           6209           9747           1440           3851            990           9998
   1           7117           9939           2237           4623           1116           9999
   1           6954           9783           1865           6122           1103           9999
   1           4341           9149           1378           2751            755           9998
   1           7264           9995           1952           5506           1177           9998
   1           4222           9255           1231            250            453           9997
   1           3650           9128            972           1770            643           9996
   1           1412           8485            585           1437            420           9997
   1           5953           9748           1166           2894            971           9998
   1           6957           9957           4845           4081           1193           9999
   1           4485           9591           1031           2166            823           9999
   1           7104           9829           2258           3293           1040           9996
   1           5194           9267           1708           1551            760           9997
   1           7865           9836           3598           5809           1359           9999
   1           5000           9434           1421           2253            865           9997
   1           5514           9291           2094           2491            782           9998
   1           6533           9748           1904           2894           1029           9998
   1           1376           8832            663           1590            316           9998
   1           7054           9756           2070           7948           1015           9998
   1           6987           9947           6142           3844           1127           9999
   1           1980           7734            962           2023            477           9996
   1           5894           9453           1262           3125            835           9998
   1           4706           9603           1261           1610            784           9993
   1           7107           9896           2854           9356           1326           9999
   1           5134           9567           2074           2998            874           9998
   1           5462           9589           1768           3766           1008           9996
   1           5676           9565           1979           1955            853           9998
   1           6731           9853           1911           3895           1078           9998
   1           8215           9647           2067           3067            865           9998
   1           7044           9929           2001           3307           1054           9998
   1           5989           9612           1295           4482            733           9998
   1           6490           9954           1430           3537           1117           9998
   1           9143           9931           5520           5501           1271           9998
   1           2466           7946            873           1430            412           9997
   1           4812           9043           1051           1488            599           9998
   1           5754           9625           1799           3117            866           9999
   1           3901           9313           1302           1587            619           9998
   1           6278           9799           1613           3659           1115           9998
   1           4393           8596           1007           1379            548           9998
   1           6522           9901           2187           4338           1119           9998
   1           2777           9449           1190           1985            675           9998
   1           6293           9850           1770           3472           1031           9998
   1           6992           9964           2223           5707           1242           9999
   1           4740           9024            773            782            619           9997
   1           5070           9313           1755           2496            702           9998
   1           5032           9596           1274           1710            753           9997
   1           4620           9385           1398           1110            771           9996
   1           9419           9928           2474           3322           1100           9998
   1           7675           9748           1978           3696           1097           9995
   1           5616           9479           1462            746            719           9996
   1           7165           9978           2768           6760           1206           9999
   1           3566           9732           1348           1810            743           9998
   1           6831           9918           2280           3662           1039           9998
   1           3689           9624           1497           1084            668           9997
   1           5277           9492            896           1230            749           9998
   1           5331           9595           1507           2585            923           9998
   1           2699           8467            382           1113            323           9998
   1           6420           9862           1412           3630            983           9998
   1           6131           9685           2142           5608            951           9999
   1           5210           9691           1960           2077            880           9998
   1           6884           9878           2261           4725           1093           9999
   1           6160           9789           1825           3236            896           9998
   1           7316           9751           6825           3391           1117           9999
   1           6614           9983           2237           4372           1205           9999
   1           1919           9200            982           1358            479           9998
   1           5651           9606           1572           2236            876           9998
   1           5134           9460           1649           1858            761           9998
   1           9042           9916           2948           9202           1159           9999
   1           4016           9610            989           2697            795           9967
   1           7021           9825           2113           4019           1079           9999
   1           6274           9621           1989           4662            919           9997
   1           3396           9624           1035            577            557           9998
   1           8429           9923           2006           4052           1059           9999
   1           6831           9795           1469           2432            979           9999
   1           5671           9345           1296           2067            729           9998
   1           6040           9905           1752           3353           1182           9999
   1           5972           9094           1557           3459            920           9998
   1           8527           9842           1610           2834            983           9999
   1           5427           9680           1257           2413            783           9999
   1           6116           9835           1903           3425           1120           9998
   1           3480           9349           1498           2291            682           9998
   1           6549           9680           1812           3157            817           9998
   1           4190           9056           1556           2691            875           9997
   1           5667           9661           1874           3262            903           9999
   1           5725           9424           1486           1898            690           9996
   1           7152           9902           3364           7966           1111           9999
   1           6747           9814           1657           3145           1038           9999
   1           4095           9370           1342           2721            837           9998
   1           6281           9196           1836           2296            819           9998
   1           5530           9655           1460           2183            832           9999
   1           4975           9525           1703           2139            762           9997
   1           5802           9758           1927           2365            885           9997
   1           6350           9727           1885           2450            977           9999
   1           6515           9494           1656           1735            848           9997
   1           7946           9965           1851           4684           1204           9999
   1           8237           9868           3402           5647           1327           9998
   1           8532           9861           2362           4972           1335           9999
   1           4510           9165           1002           1265            682           9996
   1           5648           9626           1795           1766            813           9998
   1           5285           9666           1483           2225            760           9998
   1           4888           9468           1046           1773            752           9997
   1           5039           9282           1730           3372            833           9998
   1           3833           9186           1191           1211            684           9998
   1           4264           9562            717           1120            668           9996
   1           5850           9738           2090           3012            845           9998
   1           4048           8824           1209           1094            584           9997
   1           3281           9271            957           1928            524           9998
   1           4403           8971           1187            292            471           9997
   1           2764           8453            353           1667            372           9997
   1           5752           9601           2477           2091            789           9998
   1           4497           9171            792           1715            670           9997
   1           7054           9749           1791           3537            937           9999
   1           6553           9740           1851           4636           1159           9999
   1           4865           9651           1858           2657            872           9998
   1           7133           9876           1957           3654            977           9998
   1           5300           9598           1391           2017            771           9999
   1           6253           9824           1797           3368           1123           9999
   1           6353           9588           2038           2420           1019           9998
   1           5981           9975           1509           3546            888           9999
   1           6878           9867           2399           3365           1014           9998
   1           2546           9437            921           2105            630           9997
   1           6938           9805           3409           8720           1257           9997
   1           8048           9848           1815           5289           2371           9992
   1           4693           9199           1560           2239            649           9998
   1           4078           8913            622            597            519           9997
   1           6250           9832           1547           3192           1004           9999
   1           5945           9558           1153           2973            803           9998
   1           3787           9084           1162           1894            497           9998
   1           6490           9727           1667           3395           1019           9999
   1           4861           9554           1852           3021            957           9999
   1           6200           9580           1809           2816            805           9998
   1           8157           9844           2303           9436           1237           9998
   1           5930           9978           1438           3239            911           9998
   1           4198           9520           1302           2259            741           9998
   1           6117           9705           1352           2990           1018           9997
   1           6737           9973           2699           5261           1277           9999
   1           9094           9907           2364           5927           1312           9998
   1           5857           9759           1564           2525            887           9999
   1           6664           9943           2081           2946            924           9999
   1           6299           9950           1727           2891           1025           9999
   1           5622           9272           1219           3013            885           9995
   1           6195           9978           1821           3141            984           9998
   1           6059           9628           1828           2418            977           9995
   1           5750           9624           1634           7108            932           9998
   1           5537           9353           1380           1573            672           9998
   1           7108           9980           2754           4179           1179           9998
   1           3218           9112            979           1534            552           9998
   1           6097           9779           2810           5247            990           9998
   1           6422           9605           1921           2029            924           9998
   1           4442           9362            956           1980            693           9997
   1           6372           9804           2303           3487           1097           9998
   1           4231           9491            947           1293            649           9998
   1           6643           9795           2526           6664           1031           9997
   1           4740           9181            673            692            493           9996
   1           6566           9690           1740           1998            747           9999
   1           8426           9983           4063           3703           1093           9999
   1           4949           9514           1732           1813            915           9998
   1           8911           9781           2198           3612           1102           9938
   1           7342           9917           2386           4900           1163           9998
   1           5292           9623           1582           1505            917           9997
   1           5877           9854           1711           1982            964           9998
   1           7478           9882           2220           3159           1232           9997
   1           4150           8954            364            893            455           9997
   1           5796           9784           1270           2588            870           9998
   1           5763           9369           1601           1493            801           9998
   1           9653           9814           2338           3194           1142           9998
   1           5384           9560           1440           2161            826           9998
   1           9772           9701           1776           3362           1082           9997
   1           6001           9723           1633           2211           1035           9995
   1           6009           9688           1850           2880            938           9998
   1           4655           9344            724           1217            670           9996
   1           6690           9916           4678           5729           1231           9998
   1           5943           9487           1853           2628            907           9998
   1           5882           9814           1878           3195            892           9998
   1           1764           8949            960            919            414           9997
   1           9107           9866           6572           2964           1966           9997
   1           4453           9438            937           2078            679           9998
   1           6386           9916           2047           3149           1015           9996
   1           7110           9873           2541           3733           1190           9998
   1           6998           9975           2046           4098           1181           9997
   1           7088           9845           5927           4388           1045           9999
   1           5572           9391           1516           2939            817           9998
   1           6653           9755           1642           3209            973           9998
   1           6687           9733           1630           2989            932           9998
   1           6060           9833           3708           3533            969           9997
   1           6113           9667           2237           2692            996           9998
   1           4924           9639           1927           3127            849           9997
   1           6964           9787           2196           2974           1025           9998
   1           5446           9586           1063           2571            927           9998
   1           3926           8875           1108           1738            611           9998
   1           5311           9480           1679           2612            843           9999
   1           7835           9989           2146           3430           1100           9999
   1           5887           9611           1730           2284            904           9998
   1           5314           9563           1532           2916            858           9999
   1           6545           9881           2407           3759           1037           9998
   1           8336           9890           3774           7880           1607           9999
   1           6157           9573           1762           2650            873           9996
   1           7498           9825           2194           7565           1136           9999
   1           7136           9801           1995           4931           1039           9998
   1           3268           9152           1040           1592            620           9997
   1           5678           9664           1630           2118            886           9997
   1           5705           9867           1630           3361            881           9999
   1           6503           9982           1765           3051           1036           9999
   1           4189           9487           1359           2863            835           9998
   1           9097           9738           2286           8709           1056           9999
   1           3414           9007           1151           1424            496           9998
   1           9477           9718           1923           3637            992           9998
   1           7070           9968           1536           2822           1007           9999
   1           9086           9739           2120           2709           1474           9998
   1           4787           9274            969           1413            561           9998
   1           8793           9953           1765           3457           1104           9999
   1           6516           9793           2751           2537           1071           9998
   1           5452           8701            514           1981            549           9998
   1           4720           9609           1523           2082            849           9998
   1           6640           9683           1497           2589            959           9999
   1           6153           9743           1351           3342            951           9998
   1           6934           9864           1798           3896           1051           9998
   1           4327           8784           1028            855            464           9998
   1           5892           9433           1204           2053            845           9998
   1           7264           9821           2988           5153           1791           9996
   1           7007           9874           3291           7432           1566           9998
   1           6179           9845           1783           3393            979           9998
   1           5542           9763           1867           2726            997           9997
   1           5841           9857           1622           2987            937           9999
   1           5706           9656           1573           2504            911           9998
   1           8512           9947           2373           5695           1233           9998
   1           6800           9899           2328           3306           1086           9998
   1           5412           9686           1642           2074            907           9997
   1           6687           9935           2041           2870           1179           9998
   1           5410           9654            774            690            677           9997
   1           7487           9945           2675           5139           1318           9999
   1           5179           9663           1553           3261            978           9998
   1           6207           9858           1719           4472           1054           9999
   1           5935           9705           1927           2716           1077           9998
   1           5979           9628           1881           2516            951           9998
   1           6367           9985           2563           4057           1122           9998
   1           5553           9724           1020           2300            736           9999
   1           7012           9946           2107           5694           1287           9999
   1           6019           9779           1184           2199           1023           9998
   1           6811           9957           2239           5264           1156           9998
   1           4338           9356            900           2036            728           9999
   1           5873           9841           2163           4110            901           9998
   1           6984           9964           2584           7550           1333           9999
   1           4533           8975            951            983            633           9997
   1           9510           9910           6937           4906           1191           9999
   1           5319           9597           1904           2177            863           9999
   1           6428           9748           2037           6963            938           9998
   1           5554           9716           1978           2909            929           9997
   1           7039           9847           2408           7136           1052           9999
   1           5996           9744           2323           4733            969           9999
   1           6148           9866           1516           3708           1126           9998
   1           8568           9890           1853           4282           1085           9998
   1           6605           9762           4173           4016           1116           9998
   1           6921           9979           2742           6205           1302           9999
   1           6122           9764           1826           3450           1050           9998
   1           4756           9608           1228           2382            812           9998
   1           6381           9730           1907           2664            930           9993
   1           6385           9898           2588           3693           1311           9998
   1           7228           9853           2789           4433           1194           9998
   1           6198           9777           2042           3189            911           9998
   1           7903           9851           3012           3885            979           9999
   1           7986           9935           3765           5027           1288           9998
   1           5053           9344            844           2138            757           9998
   1           4494           9430           1692           1262            772           9998
   1           6136           9769           2029           2826            989           9999
   1           6406           9914           2071           3688           1096           9999
   1           4791           9565           1607           1827            802           9999
   1           6395           9670           1259           2510            870           9997
   1           6509           9889           1832           4084           1070           9999
   1           5909           9653           1813           3063            897           9998
   1           5439           9766           1096           2909            848           9997
   1           7068           9923           2043           2959           1371           9993
   1           5825           9998           2189           4319           1280           9998
   1           6419           9608           1440           1801            849           9998
   1           4267           7417            481           1835            456           9995
   1           5758           9502           1696           2658            776           9998
   1           6554           9802           2760           4162           1164           9999
   1           7493           9928           1800           3367           1172           9998
   1           7799           9991           3444           4245           1119           9999
   1           6978           9933           1897           5586           1105           9999
   1           6577           9834           1898           3189           1047           9997
   1           6292           9831           6131           3325           1055           9999
   1           8305           9982           1808           5409           1117           9998
   1           6272           9913           2583           3075            975           9998
   1           7062           9983           2003           3938           1146           9999
   1           6256           9623           2368           3001            947           9989
   1           6971           9796           2510           7423           1132           9997
   1           5642           9522           1138           2140            823           9998
   1           6525           9865           2072           3478           1022           9999
   1           4956           9668           1684           2793            863           9998
   1           6101           9938           1714           2496            949           9997
   1           5847           9516           1992           2329            837           9999
   1           4207           9464           1062           1538            569           9998
   1           4816           9662           1755           2946            690           9998
   1           6686           9896           1868           3248           1159           9997
   1           5614           9605           1092           1198            868           9997
   1           8868           9987           1887           3978           1081           9999
   1           5483           9577           1537           2279            845           9998
   1           7163           9745           2258           3083            901           9998
   1           8382           9845           1676           3844           1110           9997
   1           6378           9765           2029           2539            987           9998
   1           6560           9239           2005           4078            955           9998
   1           6150           9806           1874           3089           1115           9995
   1           3555           9562            791            524            728           9996
   1           6389           9661           1988           2576            988           9992
   1           6183           9719           2417           2690           1092           9998
   1           7250           9731           2161           8671            989           9999
   1           5737           9587            895           2340            908           9997
   1           5557           9529           1110           3006            751           9997
   1           6417           9711           1814           2747           1052           9999
   1           6658           9639           1809           3059            909           9998
   1           6150           9665           1791           3265            910           9999
   1           8867           9897           2638           7270           1204           9998
   1           4932           9593           1678           2366            787           9998
   1           3799           9456           1303           2067            786           9997
   1           8375           9862           1789           4522           1445           9999
   1           7840           9868           1690           2786           1018           9998
   1           6166           9848           1866           3253           1067           9998
   1           5842           9708           1346           3884            906           9998
   1           4186           8903            864           2022            746           9997
   1           9677           9801           2407           3408           1126           9986
   1           4569           9261            793            946            494           9999
   1           4309           9328           1378           1790            817           9997
   1           2273           9202            846           1296            553           9998
   1           6875           9877           2118           8722           1124           9997
   1           6224           9734           2291           2736            949           9998
   1           2567           8642           1029           1160            418           9998
   1           4645           9265            539           1942            578           9998
   1           9556           9867           2684           4705           1148           9998
   1           6626           9840           2436           3803           1049           9999
   1           3934           7423            348           1075            387           9995
   1           5277           9442           1687           2478            855           9997
   1           4673           9499            853            725            544           9998
   1           6908           9817           1650           2783            975           9998
   1           7110           9884           2736           9085           1250           9999
   1           6133           9729           1832           2744            976           9999
   1           4239           8585            829           1617            412           9997
   1           3443           8279            745            741            506           9996
   1           8029           9962           5725           9775           2729           9998
   1           5686           9866           2419           3852            949           9999
   1           6097           9851           4136           2882            977           9999
   1           6662           9954           2490           8433           1284           9998
   1           2218           8549            930           1668            537           9995
   1           6741           9894           4279           4495           1061           9999
   1           4814           9591            937           3333            814           9998
   1           5524           9686           1469           2244            724           9999
   1           8241           9749           1738           2951           1055           9998
   1           8224           9865           2463           5702           1185           9999
   1           4844           9492           1132            894            572           9996
   1           5382           9899           2012           2763            934           9999
   1           8925           9955           2646           4139           1096           9999
   1           5362           9736            930           1150            829           9998
   1           5858           9675           1322           2454            940           9997
   1           5493           9943           2162           2568           1077           9998
   1           6568           9730           1933           5439           1305           9999
   1           6268           9888           2417           3326            993           9999
   1           6963           9808           2169           4552           1012           9999
   1           6110           9994           2661           3826           1140           9998
   1           9491           9896           3555           4033           1042           9998
   1           5078           8812            847           1952            607           9998
   1           3414           9279           1754           2001            693           9997
   1           6184           9911           1860           3071            930           9999
   1           5998           9518           1686           1925            866           9998
   1           6433           9845           1940           2807            936           9998
   1           5804           9686           2392           3264            912           9998
   1           6006           9834           1831           4960            832           9998
   1           4881           9592           1956           2356            941           9997
   1           5916           9869           1649           3106            865           9998
   1           6109           9663           2178           3958           1000           9996
   1           5955           9995           1985           3865           1064           9997
   1           6115           9696           1996           6853            988           9982
   1           7957           9486           1895           3231            854           9992
   1           5922           8967           1304           2503            695           9999
   1           6589           9816           2329           4172           1056           9997
   1           5077           9617           2534           2007            933           9998
   1           4783           9479           1942           3007            937           9999
   1           4447           9459           1817           2148            697           9999
   1           6193           9872           1754           2952            890           9998
   1           4669           9013           1536           1716            693           9997
   1           6148           9783           1747           1598            958           9998
   1           5399           9629           1601           2050            800           9997
   1           5055           9111           1661           1454            752           9996
   1           7185           9819           2614           7779           1171           9999
   1           6157           9630           1670           2302            902           9998
   1           5359           9415           1009           1721            727           9988
   1           6735           9912           2012           2232           1103           9999
   1           4505           9102           1393           1772            725           9997
   1           5354           9581           1409           2002            832           9999
   1           5693           9681           1676           3341            923           9998
   1           6145           9915           2161           3676            932           9998
   1           6238           9834           1954           2291            903           9998
   1           9133           9890           1875           2808           1030           9998
   1           5122           9698           1266           1975            752           9999
   1           5270           9348           1596           1996            625           9999
   1           6205           9735           1365           4379           1003           9998
   1           5237           9481           1118           2266            747           9998
   1           5889           9968           1656           2627           1008           9997
   1           4945           9730           1831           2490            895           9997
   1           7275           9942           2086           5710           1145           9998
   1           6934           9968           2245           2352           1083           9997
   1           8151           9880           1802           8231           1152           9999
   1           6159           9804           1784           3251            976           9998
   1           7038           9788           2380           4043           1170           9999
   1           6349           9631           1720           3767           1037           9998
   1           5031           9293            867           1239            569           9997
   1           6840           9912           2272           3352           1136           9998
   1           8159           9996           1718           3778           1393           9999
   1           7758           9990           2376           3859           1183           9999
   1           5193           9740           1602           3501            908           9998
   1           5829           9356           1635           2728            818           9996
   1           6796           9979           3226           5150           1215           9999
   1           5354           9745           1697           2436            917           9997
   1           6482           9600           1597           3385           1022           9998
   1           6452           9774           1582           3113            978           9997
