scenario      C1             C2             C3             C4             t1             CA1            t2             CA2      
   3           2322           9129           4245           3998            614           6992           1799           1533
   3           1764           8017           4884           3731            738           1999           1240           1731
   3           1409           8246           3261           3362            689           3640           1243           2011
   3           3745           9963           5138           5589            706           8386           1378           2010
   3           1267           5642           2012           1013            352           2517            776            493
   3           3687           9743           4169           5208            711           7810           1339           2014
   3           2270           8549           3047           4908            456           8433           1271            857
   3           8235           9682           5182           4804            768           7480           1523           2250
   3           2704           8866           3368           5847            710           5879           1359           2354
   3           8421           9669           6988           8444            941           6632           2129           2080
   3            546           6854           1175           1238            311           3046            639            699
   3           6478           9684           5444           5381            933           1830           1774         76.393
   3           1987           8097           3429           8884            653           6687           1103           1213
   3           1767           8680           3393           3145            816           9250           1071           1902
   3           3077           9770           4662           4047            678           4375           1248           2190
   3           1822           8699           1873           3653            523           4399            983            926
   3           5494           9274           4377           8490            756           3009           1510           2207
   3           2676           9971           7448           5006            843           6900           1587           1934
   3           4973           9921           6922           4959           1149           6115           2229           1847
   3           1837           8985           4154           4737            739           1828           1047           1820
   3           2438           8608           3721           3076            757           5429           1236           1835
   3           2994           8506           4848           4484            715           4374           1389           1392
   3           3829           9623           9344           8367            779           9015           2551           1287
   3           3040           8950           4580           4762            656           7426           1399            977
   3           2906           9278           5901           5016            692           5969           1567           1836
   3           1114           7090           2638           2121            438           5264            659            545
   3           3888           9675           8356           3869            726           4265           1551           1843
   3           3994           9869           5298           5943            880           5942           1637           1409
   3           2988           9290           3549           4241            750           4702           1304           1477
   3           2141           6900           4116           2469            466           9580           1058           1057
   3           5040           8764           4407           3726            761           4639           1561           1412
   3           8930           9851           7806           5365           1032           1486           1879           2133
   3           3613           9881           6401           4090            995           1474           1764           1407
   3           2389           7173           3965           1636            533           5279            936           1846
   3           3829           9727           6161           6385           1172           6969           1846           2023
   3           2804           9805           4484           3841            770           8001           1475         73.040
   3           3243           8864           3970           2397            761           3440           1544            943
   3           2590           9135           4657           6088            844           5864           1624            864
   3           3604           9840           4726           6080            714           6644           1407           1272
   3           3258           9745           6987           4592            699           9567           1481           2587
   3           3534           7412           3763           5702            711           8887           1395           1311
   3           4138           9581           5344           4564            794           5740           1558           1815
   3           5306           9011           5725           6271            698           6048           1712           2484
   3           2822           8653           4678           3689            778           5147           1250           1574
   3           2806           8442           4749           4264            477           8150           1215           1459
   3           3587           9253           5246           5986            808           4444           1720           1447
   3           3412           8729           5612           5152            785           2877           1554           1823
   3           1520           7695           3982           3756            460           8752           1410           1232
   3           2586           8636           6128           5367            827           2050           1430           1752
   3           2108           7763           5620           9148            629           6874           1195            843
   3           1058           7186           3071           1250            441           2365            634            773
   3           1723           8500           2740           2291            562           8926           1073           1745
   3           2401           8636           4615           2233            787           3393           1219            986
   3           3194           8812           4174           3707            637           6750           1277           1407
   3           3349           8879           4872           3937            637           6407           1298           1530
   3           1969           7046           3820           2409            601           3207           1005            986
   3           2473           8545           4044           3274            586           5013           1113            863
   3           2532           8175           8292           3862            696           7857           1340           1247
   3           2949           8447           4565           5903            840           2903           1401           1124
   3           1210           6622           3747           1914            501           3972           1079            868
   3           8852           8826           4809           5577            925           3793           1579           1696
   3           7123           9090           4525           4828            785           6048           1393           1221
   3           2125           8588           2522           2847            683           2523           1097           1489
   3           1922           7183           2031           2573            609           1388            818           1712
   3           2764           9301           5232           4124            800           5194           1402           2297
   3           3072           9406           4453           5198            788           5719           1421           1653
   3           1994           8411           3843           3031            583           5444           1017           1114
   3           3098           9387           7121           3776            830           4179           1345           1317
   3           2895           9113           6228           7098            657           6694           1571           1752
   3           4015           9986           6609           7830            960           8331           1738           1933
   3           1812           8824           4644           4437            740           6400           1457           2230
   3           2365           9337           3971           3206            623           6073           1088           2084
   3           2045           8668           4357           4158            835           4133           1289            724
   3           3267           9616           4113           3634            619           1804            903            571
   3           4312           9410           5053           5343            870           2549           1341           1610
   3           6402           8632           4792           5454            798           4199           1560           1415
   3           2057           8684           3911           3105            685           2719           1229            920
   3           3570           8679           4517           4974            881           1179           1488           1813
   3           2556           8871           4833           4198            692           8776           2955           1540
   3           2375           9379           5358           4375            639           8646           1388           2058
   3           1754           9002           3087           1683            106           2194            885           1795
   3           3400           9565           9171           7122           1037           4209           1670           1799
   3           8917           8107           4970           5638            781           5374           1440           1707
   3           3337           8986           5601           4364            884           2222           1389           2583
   3            972           6533           2273           2168            433            553            695            589
   3           3105           8530           4966           4382            729           5595           1389           1815
   3           2272           6971           2495           2200            496           5407            747           1584
   3           2118           8822           3563           5980            631           7316           1303            969
   3           2688           9501           4698           4123            719           3528           1221           1781
   3           7007           9529           5362           4731            640           5168           1417           1839
   3           1870           7919           3423           3427            494           9371           1217            904
   3           2852           9662           4940           6433            697           9690           1410           2269
   3           3550           9887           5709           5145            834           4361           1654           1318
   3           3326           6051           3405           4377            522           2014           1004            881
   3           3144           8802           4537           3263            610           2771           1091           2282
   3           1957           8362           3004           4062            775           2873           1305            871
   3           1582           7664           3187           4665            549           4912           1200            968
   3           1961           7613           3657           3395            385           5199            968            101
   3           3650           9876           8972           6035           1245           4019           1853           1922
   3           1245           2960           1067           1636            244           2739            457            492
   3           2708           8839           4321           3036            498           7910           1035           3234
   3           4103           9113           3963           4626            818           5924           1499           2516
   3           1963           7549           2959           2470            579           4222           1006           1720
   3           3646           9498           4135           5068            751           4615           1349           1676
   3           2637           7662           3709           2765            550           4040           1038           1032
   3           3701           8841           4604           5540            629           8218           1442           1990
   3           5420           9035           4270           9842            983           4373           1504           2046
   3           2138           8605           4366           3286            721           3347           1301            656
   3           4908           8715           4631           3787            694           7185           1411           1808
   3           2407           8516           7020           3500            824           9956           1259            486
   3           2196           8033           4126           2923            605           3845           1061           2597
   3           3023           8843           4922           4133            782           3585           1588            556
   3           4412           9798           7335           8617            977           5124           1854           1438
   3           2597           8757           4676           4709            703           5540           1334           1552
   3           3232           9555           4928           6497            827           9525           2044           1860
   3           3639           9852           5259           5335           1222            342           1771           2769
   3           2425           9031           3532           2510            759           3080           1216           1426
   3           2096           7304           3092           2116            435           5147            766           2177
   3           1754           8390           4743           3101            495           8125           1427            889
   3           3551           9369           5366           4961            764           9519           1667           2237
   3           4413           9104           6285           5853            824           6527           1641           2747
   3           3701           8795           3024           3528            630           5748           1265            625
   3           2802           8415           4471           4476            801           4649           1493           1041
   3           4336           8533           4602           4735            766           4136           1233           2324
   3           6805           9112           4415           4704            836           2939           1264           1984
   3           1950           8136           3050           3314            648           4806           1160           1317
   3           1196           7544           3612           3223            549           4092            894           1599
   3           1885           8449           3848           2685            543           3781           1156           1742
   3           4858           9386           7392           5401            906           9543           1673           1408
   3           1932           8631           3827           3956            663           8213           1185           1306
   3           1879           9039           4055           3903            587           5909           1166           2043
   3           3148           7499           3090           3272            712           3656            883           1616
   3           3302           8496           4127           5323            709           6085           1488           1767
   3           1896           8490           3889           3316            607           2977           1170           1648
   3           1279           7697           1880            792            470           2246            760           1330
   3           2531           8573           3910           3891            466           8777            891           1593
   3           3815           8794           4656           8085            681           6284           1385           2104
   3           3347           8991           4345           3725            703           6706           1306           1148
   3           2528           7921           3821           4402            692           1863            966           1874
   3           2472           9585           4557           3454            703           5259           1811            949
   3           1225           7391           3171           2581            503           2919            858            544
   3           2689           8815           3571           4512            682           2965           1428           2201
   3           2869           9052           4427           5284            823           9160           2245         28.733
   3           2237           8688           4026           3631            769           4248           1339           2383
   3           4214           9098           3898           5019            816           4427           1735           2179
   3           2723           8941           5200           3493            698           8351           1361           1856
   3           1610           7441           2983            990            364           5690            673            359
   3           3341           9400           7738           4965            709           8877           1506           1987
   3           3295           9863           5234           7669            914           6085           2705           1321
   3           1226           5816           3990           3474            428           3905            855         36.687
   3           2950           9280           4588           7227            815           8951           1663           1805
   3           2516           9220           4418           4645            696           5980           1717            529
   3           2158           7933           3388           3006            552           5378           1299            556
   3           3748           8772           4905           8162            848           4862           1267           2030
   3           2869           7741           3197           4339            574           5473            982           2120
   3           2991           9539           4232           5383            739           2676           1394           2181
   3            686           6450           2164            826            296           8046            708           1233
   3           6837           8920           5411           7394            831           8686           1613           1464
   3           6125           9881           5255           5208           1030           2574           1969           2584
   3           2504           8952           6215           4217            736           6950           1440           1746
   3           1528           8604           4780           4138            859           3010           1298           1323
   3           2780           7936           4308           2337            602           4747           1270           1661
   3            848           6449           3541           2214            482           6047            874            845
   3           2447           8397           3873           3400            754           3048           1270           1129
   3           2398           6841           3538           3600            591           3649            859            609
   3           1076           6011           1722           1330            264           6150            461           1256
   3           2827           9930           4830           4730            544           6858           1390           1720
   3           1711           7067           3258           2326            468           3882            864            920
   3           2945           9160           5170           4951            713           2723           1436           1896
   3           2377           8685           4117           3850            638           7754           1366           1907
   3           1609           7998           3876           2851            648           4610           1015           1301
   3           2778           8404           4223           3981            701           6049           1380            623
   3           3594           9804           4079           4189            636           6222           1394           2276
   3           4238           8996           5211           4651            726           5770           1717           1816
   3           2082           5927           3500           2648            450           3491            778           2171
   3           2875           8544           4885           5870            894           3233           1490           2286
   3           2512           7424           2926           3036            675           3528           1063           1671
   3           4096           8805           4218           3235            677           4896           1247            622
   3            509           5481           2413           1297            342           9193            721            608
   3           3287           8459           4669           4714            710           9533           1402           1220
   3           2925           8873           3650           4641            704           6228           1571            865
   3           2101           8427           3769           4914            626           4885           1278           1529
   3           2060           8692           5546           3946            592           4578           1408           1815
   3           3631           9417           5465           4959            837           3864           1546            491
   3           3373           8708           5318           5036            729           8122           2665           1364
   3           3057           8559           4594           4605            623           4355           1195           2075
   3           2588           9221           4670           5173            689           5960           1644           1055
   3           1304           7998           2891           3880            490           4556           1035           1822
   3           2509           7072           3374           3076            508           7098           1046            902
   3           1549           6582           3909           2519            511           2589            967           1166
   3           3287           9736           6456           4161            894           2198           1760           1138
   3           3758           9781           5671           8126           1123           6000           2271           2359
   3           9273           9099           5495           4744            760           5367           1440           1085
   3           5168           8714           4439           3929            706           4696           1299           1757
   3           3922           9320           4564           5607            807           3855           1517           1792
   3           6881           9498           5369           5783            720           6737           2146           1434
   3           3166           9005           4847           3744            751           3095           1467            688
   3           3288           9406           4678           8321            942           4000           1508         43.466
   3           2333           8280           4695           5145            845           3793           1274           2043
   3           1507           7488           2519           3153            548           3398           1009           1486
   3           2941           8972           4734           5336            922           9652           1694           2408
   3           2742           9731           3803           3002            678           5283            956           2431
   3           3156           8669           5146           4402            921           4415           1380           1973
   3           3486           9284           5656           2146            647           5838           1173           1380
   3           3818           9402           4227           4882            616           9253           1640           1637
   3           2044           8506           4231           3871            659           8117           1243           1776
   3           1964           8654           4186           2560            533           6263           1289           1545
   3           2898           8406           4629           4657            651           6972           1245           2616
   3           3179           8820           7346           4191            879           5257           1571           1348
   3           3026           9434           4275           4925            816           4647           1699           1477
   3           3099           9535           6667           5568            846           5496           1690           1248
   3           6189           9557           5341           7389            853           4267           1802           2213
   3           2572           8248           3722           4097            735           7967           1412            733
   3           5119           8388           4526           4148            756           6323           1404           1520
   3           4665           9338           6541           4928            809           7251           1839           1813
   3           3513           9397           5005           5422            715           5763           1593           1443
   3           2579           8471           4917           4391            835           8152           1423           1844
   3           5034           9211           5608           5093            738           4444           1501           1899
   3           1377           8004           3347           2757            596           4332            868           1678
   3           2238           8562           1813           1248            583           1781            620           1728
   3           2262           7872           2995           2311            545           4240            910           1719
   3           3320           9067           4702           9673            783           2831           1835            431
   3            948           4660           1939           2186            302           6670            468           1497
   3           6822           9589           6002           4628            731           9470           1575           1500
   3           2841           8752           5089           4794            640           8394           1422           1179
   3           2185           6638           1426           1610            438           3084            737           1416
   3           2553           8717           6921           4702            823           1590           1191           2100
   3           3099           9551           4734           4393            790           5558           1632           1544
   3            985           7836           3350           1602            485           6041            974            610
   3           2992           9137           5280           4261            688           6440           1341           1860
   3           1269           7244           3068           1239            393           9960           1075            862
   3           7677           9717           4944           5646           1574           2949           2153           1823
   3           3140           9188           4792           8307            810           3792           1467            991
   3           2456           8741           4057           5476            668           3966           1047           2390
   3           1868           7704           3982           3318            577           4563            894           2030
   3           1968           8279           3741           3511            662           1785           1212            848
   3           2721           8894           3215           2417            839           1775           1193           2245
   3           3108           8980           4712           5639            725           3712           2070           1053
   3           4212           9213           4981           4418            826           4905           1459            474
   3           8925           9168           5123           5545            693           5090           1482           1999
   3           1063           7908           2610           2525            405           4073            849            729
   3           3629           9275           6110           6845            808           7521           1483           1720
   3           2508           8757           3054           1158            539           2094           1050           1677
   3           2543           7702           4168           3440            715           1407            976           1169
   3           3846           9627           8125           8005           1246            907           1573           2825
   3           1408           7543           3594           3659            559           4272            788            994
   3           2730           8607           4849           4199            748           5414           1677           2059
   3           3033           9670           4852           6421            749           5449           1653            846
   3           2712           8742           4348           5283            594           6851           1165           1769
   3           1002           5997           3522           1670            493           7403            949            962
   3           3531           8822           4912           6463            695           7485           1770            943
   3           3354           9076           3417           4881            836           3036           1543           1649
   3           2330           8289           3665           4390            577           8629           1242           1418
   3           7329           9025           4845           5659            953           4961           1920           1673
   3           1658           6980           2616           2641            438           5556            907         50.646
   3           2170           7968           3960           3320            658           4286           1245           1123
   3           3449           9037           4669           6006            919           2809           1433           1193
   3            736           6755           2769           2523            388           1752            691           1372
   3           3394           9647           5219           4710            887           4226           1655           2495
   3           2498           8541           4599           3677            747           4753           1211           1444
   3           3241           8736           4541           4086            711           5470           1137           1068
   3           1513           6061           3251           3247            515           5823            791           1475
   3           3366           9361           5245           3243            865           4989           1221            136
   3           3261           9510           5556           3729            628           8134           1701           2438
   3           2417           7894           3145           3207            522           8007           1016           1213
   3           2939           9293           3307           5145            656           7035           1855            212
   3           5822           9367           5096           5474            941           2040           1466           1969
   3           1149           7650           1823           1643            488           5407            869           1200
   3           2620           9269           3993           5112            916           1354           1434         35.046
   3           1653           7981           3533           2707            513           3405            936            565
   3           2746           8334           4057           3871            703           4715           1265           1885
   3           4169           9074           4664           4439            613           7608           1363           1473
   3           1052           8731           3924            594            339           4229            981            540
   3           2194           6487           3506           3285            416           4150            841           1315
   3           4543           9868           4957           5888           1027           1824           1858           1493
   3           3413           9795           5560           9432            814           7016           1603           1960
   3           1985           6038           3565           2722            444           5662            879            958
   3           3221           8755           5791           4304            807           3325           1386           2723
   3           3391           8041           3064           3864            689           5863           1423           1142
   3           3202           9461           5172           5725            845           4497           1916            793
   3           1541           7542           1992           1230            376           5379            670            948
   3           3660           9946           5176           6358            908           4324           1323           1571
   3           3553           9290           6013           5687           1006           7709           1623           1539
   3           9717           8961           5178           4441            785           4384           1560           1130
   3           2342           9170           5012           4733            810           6158           1676           1481
   3           8326           9265           5454           7135            974           9070           1792           1059
   3           1540           7991           2449           3304            507           5239           1063            774
   3           3444           9482           5070           5759            875           5442           2608           1347
   3           3795           9571           5507           4693           1062           3183           1536           1073
   3           2214           8129           3660           1716            618           5455            910           1717
   3           5215           9846           4582           6982            843           5072           7355            266
   3           3226           8959           5272           8331            829           7543           1419           2093
   3           1585           8009           2428           2719            518           6446           1110            674
   3           2317           8758           3877           4722            797           1787           1337           1506
   3            818           6736            945            332            200           4943            420            953
   3           2437           8800           3825           3757            647           7578           1339            420
   3           2822           9058           5173           2444            802           3204           1249           1404
   3           2281           9456           4062           5769            853           6740           1779           1521
   3           2289           9735           5448           4624            640           7514           1806            972
   3           2020           8566           4028           4428            602           3942            970            612
   3           2568           8965           3501           3147            717           8375           1203           1491
   3           2860           8977           5204           3591            572           9201           1845           1390
   3           2718           9027           5849           3807            747           4182           1589            976
   3           4168           9824           5511           6711            924           4825           1623           1935
   3           2687           9272           4109           4410            757           2706           1277           2273
   3           1603           7698           3028           2166            479           4114            842            959
   3           3257           9707           4570           3956           1293            741           2264           1368
   3           1760           8310           4234           3966            764           3874           1224           1142
   3           3379           9992           5292           5420            819           5406           1586           2181
   3           1828           7158           4028           2377            525           4724            940           1455
   3           1355           3304           2652           2298            316           7093            506           1313
   3            654           5581           2554           1399            408           7233            767            868
   3           3829           9338           6142           4161            922           2448           1302           3326
   3           3515           9295           4600           7056            981           6481           1573           2558
   3           7523           8826           4667           4483            572           9327           1281           1270
   3           2449           7870           4446           4112            711           4648           1153           2312
   3           1447           5167           1153           1632            328           8007            585            370
   3           2733           8315           4598           8257            786           9545           1347           1427
   3           3383           9732           5106           6531            786           5184           1758            719
   3            715           7000           3220           1538            489           3721            628            235
   3           2151           8356           4136           3945            813           7428           1241           1472
   3            509           6517           1000           1149            245           3758            618           1055
   3           1289           7253           3240           3438            405           7458            975            803
   3           3511           9698           5560           5983            817           3656           1473           1638
   3           3841           9060           6339           4397            806           5266           1492           2059
   3           2109           8943           4087           3396            633           2925           1072           1583
   3           5336           9988           8265           7381            854           3762           1446           2113
   3           3982           9551           4186           5163            750           5781           1377            720
   3           1209           7660           4212           2871            508           4831            910           1133
   3           1245           7445           2653           2587            335           9023            724           1088
   3           2996           9562           4339           7496            751           6722           1595           1848
   3           1820           7277           2185           1046            602           6616           1162            692
   3           5617           9715           4348           7769            805           3469           1335           1815
   3           2039           7908           4254           3395            590           5972           1060           1786
   3           1056           8642           3964           1893            631           1627            985           1419
   3           2681           9387           4788           8962            819           5996           1475           1896
   3           3252           9589           4418           4707            627           6240           2209           2101
   3           3630           9375           4951           5706            941           4743           1544           1989
   3           2481           8704           4459           3962            704           4890           1298           1379
   3           3260           9225           4451           5030            882           4236           1597           1694
   3           1715           8725           3196           3335            751            261           1033           1955
   3           1840           8435           4471           4946            602           6116           1236           1216
   3            539           6493           4610           4631            567           3031           1081           1341
   3           4635           9110           4887           5602            728           3992           1561           1502
   3           1253           8790           4509           5430            488           9488           1447           1468
   3           3025           9731           4515           5019            819           8137           1426           1237
   3           7390           8608           3811           5183            846           4182           1263           1488
   3           2001           9477           5510           7014         79.857           7081           1580           2238
   3           2828           8773           4690           4743            716           4182           1155           1480
   3           2557           9740           5107           4046            701           4122           1374            835
   3           5551           9629           4692           4625           1081            359           1308           2575
   3           3268           8662           4715           7733            621           7094           1337           1759
   3           1436           8014           4730           4502            626           5390           1466            768
   3           2555           8879           4658           4413            639           5378           1956           1459
   3           2494           9135           5266           3688           1125           4924           1556            601
   3           2228           7498           2747           2108            518           9123            997           1092
   3           2748           8862           3608           4449            750           2904           1330            937
   3           2834           8113           3719           4908            722           9895           1412           1588
   3           2494           7660           3193           3048            531           3211           1067           1501
   3           1881           9030           4602           2609            677           8385           1389           1112
