scenario      C1             C2             C3             C4             t1             CA1            t2             CA2      
   2           3515           9177            804           4424            214           9997           4640            274
   2           3314           9225            637           5309            212           9999           4810            283
   2           3846           9782            684           9599            250           9998           5715         59.541
   2           3746           9280            540           5518            215           9999           5457            109
   2           6493           9737           1182           4808            209           9999           5302            151
   2           4217           8764           6400           6437            206           9999           4912            257
   2           3113           9212            942           5286            184           9999           4506            205
   2           2875           8554            429           3795            172          10000           4136            134
   2           4189           9227            817           7193            187           9999           4918         60.050
   2           3121           8734            521           5421            161          10000           4397            173
   2           2456           7824            341           3117            141          10000           3958            207
   2           3971           9014            803           5032            235           9999           4504            356
   2           6518           9694           1828           9026            271          10000           5704            215
   2           6662           9820            832           6905            256          10000           5974            206
   2           2738           8906            680           4179            200           9996           4484            344
   2           3593           9007            723           4657            200           9997           4340            195
   2           4441           8760            924           4000            190          10000           4879            198
   2           2378           8799            665           5485            188          10000           4837            163
   2           3225           8840            392           3996            199           9999           4430            191
   2           3041           8159            425           4190            176          10000           4521         74.455
   2           3903           8412            630           5371            187          10000           4712            205
   2           3785           8385            539           4224            178           9999           4394            212
   2           1889           6203            320           3997            128           9999           4157            124
   2           4167           9798            543           5934            212           9991           4578         62.630
   2           3983           8842            765           3444            192           9994           3378            570
   2           2717           5255            530           3501            150           9995           3512            127
   2           3193           8095            622           4157            174          10000           4497            144
   2           3805           9238            779           7375            200           9998           4681            216
   2           3255           7796            542           2288            142           9999           4493         80.266
   2           3703           9154            966           8580            214           9999           4738            130
   2           3761           9038            510           6196            207          10000           4929            207
   2           4796           8893            959           5541            212          10000           5388         58.183
   2           9894           9867            966           5819            246          10000           5135            183
   2           4550           9171            694           8248            215           9999           5232            189
   2           4012           8949            850           5751            165           9999           4653            209
   2           3793           9462            573           5631            204           9998           5054            235
   2           3968           9454            842           9069            213           9999           4855            180
   2           1742           8309            302           4427            158           9999           4235            164
   2           3847           8773            898           4259            203          10000           5044            131
   2           3320           8460            407           5242            195          10000           4918            114
   2           2995           8149            632           4162            197           9994           4776            139
   2           3474           9182            732           5213            186          10000           5159            251
   2           3434           9550            734           8115            199          10000           5041            237
   2           3761           8721            452           4729            192           9999           4692            198
   2           2897           8349            482           3599            158           9999           3886            196
   2           3689           9651            893           5409            182          10000           5296            182
   2           6685           9451            684           6180            226           9999           4418            336
   2           1951           7487            242           4155            139          10000           3902            204
   2           4067           9415           1034           6379            229           9998           4708            466
   2           4474           9474            956           8067            220           9991           5273            505
   2           3008           9520            708           4984            196           9999           4366            308
   2           4919           9783           1228           7129            235          10000           5656            133
   2           6088           9824            753           5275            202           9999           4793            227
   2           2621           8413            411           3182            149           9999           4584            144
   2           4398           9411            564           5154            207           9999           4820            144
   2           1594           7146            564           2660            138           9998           3629            154
   2           5093           9593           1987           8856            251          10000           5430            269
   2           2445           8193            327           3918            140           9999           4622            112
   2           3062           8430            528           4229            155           9999           4033            301
   2           3929           9828            797           5289            210          10000           5372            211
   2           3770           8414            676           4317            166           9999           4001            202
   2           3701           9545            838           4895            232           9998           4870            211
   2           4203           9832           1378           6234            223           9999           5396            175
   2           1972           7824            159           2514            132           9998           3500            258
   2           2924           7525            472           3741            147           9997           4242            153
   2           1885           8093            555           1490            129           9999           3164            161
   2           3834           8735            571           5433            202           9999           4872            222
   2           2242           2985            178           4131            115          10000           3625         66.261
   2           3271           7756            488           3090            191           9999           4764            124
   2           2355           8496            656           2999            165           9999           4350            197
   2           3550           8883            562           4151            193           9999           4782            162
   2           2695           7862            481           3824            169           9999           4505            140
   2           5125           9650            640           8767            358           9989           5487            272
   2           7021           9536            998           5633            233           9999           5677            220
   2           3456           8491            483           4556            173           9999           4477            244
   2           3363           8798            558           5691            192           9999           4818            256
   2            815           7875            438           3863            128           9996           2974            104
   2           3914           8974            666           5550            191           9998           4486            207
   2           4744           9808            562           6237            215          10000           5055            249
   2           4490           8961            707           6429            185          10000           4981            139
   2           4011           8640            969           4714            177          10000           4969            108
   2           3035           8635            676           5247            221           9996           4300            285
   2           7220           9628            803           5157            201           9999           5215            173
   2           3323           8956            592           4981            220          10000           5312            183
   2           4370           9534           1163           6064            224           9999           5206            243
   2           3024           8527            503           3401            156           9999           4268            214
   2           5673           9668            796           7866            225          10000           5191            306
   2           1635           7533            380           3558            138          10000           4169         85.654
   2           2998           8785            474           5807            181          10000           4706            176
   2           2959           7602            584           4514            153           9999           4429            177
   2           3875           9153            720           7775            198          10000           5183            139
   2           2825           7048            300           3405            150           9998           4122         12.144
   2           7307           8990            933           7367            220          10000           5277            252
   2           4754           9002            888           4058            199          10000           5041            254
   2           2426           7304            163           4468            148           9999           4002            170
   2           4945           9517           1063           8711            305           9999           5708            200
   2           1687           8205            233           1892            130           9999           3791         84.040
   2           3457           8787            572           5265            190          10000           4993            144
   2           4054           8666            658           5310            184           9996           5002         51.088
   2           3923           9390            742           5721            221           9999           5269            258
   2           5750           8961            879           4620            251           9999           5229            112
   2           4022           9716            895           5226            210           9999           4918            238
   2           4235           9129            566           5750            205           9999           5012            185
   2           3809           8586            828           4299            192          10000           4772         17.166
   2           4086           9693            873           5502            229          10000           5039            248
   2           2814           9046            394           3676            164           9999           3859         34.344
   2           4509           9811            683           5631            200          10000           5128            246
   2           3320           8867            639           4348            185           9999           5465         97.219
   2           4916           9105            807           6173            231           9998           5157            154
   2           7269           9515           1112           6465            266           9999           5447            126
   2           3570           9083            569           4425            239          10000           5182         20.484
   2           3342           9615            610           4539            193           9999           4808            192
   2           3808           9160            736           9658            224           9998           4955            200
   2           2708           7060            158           4211            146           9998           3541         20.311
   2           5852           8870            860           4150            205           9999           4671            250
   2           3259           8788            825           5585            211           9999           4887         40.725
   2           2541           7524            462           1231            164           9999           3670         78.882
   2           4633           7745            491           5738            205           9998           4540            208
   2           3486           9689           2317           5621            211          10000           5820         40.464
   2           2568           8023            408           2169            165           9999           4262            154
   2           3419           9237            743           5837            190           9998           5151         44.221
   2           2020           7373            367           4115            146          10000           3540            212
   2           4298           9819            713           6852            253           9955           5363            317
   2           7282           9696           1006           4747            188           9999           5352         84.374
   2           5157           9572            639           8604            216          10000           5335            238
   2           4101           9627            908           5958            259          10000           5132            137
   2           2302           8003            506           3175            148          10000           4538            138
   2           3122           7877            551           4215            192           9998           4003            140
   2           3747           8777            446           4382            188          10000           4307            143
   2           3594           8680            759           3935            208          10000           4484            286
   2           3436           8899            683           6401            195          10000           5160            126
   2           3560           9032            589           5292            191           9999           4353            212
   2           3285           7944            601           4525            179          10000           4673         61.219
   2           2893           7442            427           3778            151          10000           3726            207
   2           3026           5909            353           4011            151          10000           3760            146
   2           3596           9306            529           4828            188           9999           4307            417
   2           7512           9281           1132           5978            264           9999           5386            310
   2           3337           8902           1394           8472            287          10000           4796            156
   2           5199           9134           1231           6268            219          10000           5389            152
   2           4506           9561            774           7201            269           9999           5601            243
   2           2892           9053            308           5198            161           9999           4329            215
   2           4393           8990            298           4224            205          10000           5285            193
   2           3681           7482            425           3229            187           9996           4790         69.550
   2           3699           9825            962           5357            208          10000           4760            220
   2           4672           9621            767           9491            236           9999           5653         74.448
   2           3235           8663            579           4666            166           9999           4283            195
   2           3197           8524            672           7962            188           9990           4738            107
   2           7239           9431           1031           6248            249          10000           5405            237
   2           3092           8744            474           5244            178           9999           4719            124
   2           1999           5738            191           3434            123          10000           4151         78.504
   2           4483           8202            649           4339            171           9999           4981            156
   2           6808           9815           6187           8142            245           9999           5680            271
   2           4214           9033            453           4948            205           9999           5125            142
   2           3537           7379            404           4031            159          10000           4641            221
   2           3974           9470            884           7207            230           9998           5273            262
   2           5978           9442            614           5389            195           9999           4434            256
   2           3468           8431            925           5190            187           9999           4774            308
   2           4005           9359           1102           5483            200           9999           5330         56.455
   2           2147           4518            443           1346         88.674           9999           3451            106
   2           3537           9938            532           6063            200          10000           4847            151
   2           2513           6970            299           3634            157           9999           3548            173
   2           2080           7847            408           3994            148           9998           4067         86.163
   2           2655           8836            497           4948            201           9998           4942            251
   2           2960           8524            655           4193            179           9999           4570            230
   2           4292           9474           1614           5551            210           9999           5254            232
   2           7010           9989            921           5778            197          10000           4976            244
   2           3596           8981            570           4585            207          10000           5190            140
   2           3879           9028            816           5446            225           9999           4829            194
   2           3283           8594            580           6861            178           9999           4656            170
   2           3449           9040            549           4053            182          10000           4608            112
   2           2474           6509            357           4240            125           9999           3591            189
   2           3867           8341            466           5126            200           9999           4697            244
   2           3725           9387            529           4856            174          10000           4789            197
   2           2987           8571            554           5778            189           9999           3445            253
   2           3459           9522            561           5044            174           9999           4739            137
   2           3292           8729            772           5801            213          10000           5263            234
   2           4882           9595           2453           5683            205          10000           5045            173
   2           3019           8741            301           5505            186           9999           4711            253
   2           3068           8620            563           5238            180          10000           4874            266
   2           5866           9961           4676           6166            220          10000           5315            149
   2           2966           7187            477           4424            168          10000           4268            149
   2           4181           8907            530           5909            213          10000           5199         85.321
   2           7009           9558            840           6203            238          10000           5125            249
   2           4230           9926            808           6086            217           9999           5222            446
   2           6715           9573           1729           5367            207           9999           5638            113
   2           2376           8193            289           2273            153          10000           4647         48.247
   2           3976           9304           1081           6498            244           9999           5337            252
   2           5290           9362            721           9853            227          10000           5261            218
   2           2657           8313            418           4604            170           9999           4167            239
   2           3036           8278            660           4179            171          10000           4487            152
   2           2594           7558            402           2175            142           9999           3926            190
   2           7356           9015            832           5766            209           9999           5087            208
   2           2048           8383            499           2884            157          10000           4248            149
   2           3030           9570            733           5017            202           9997           4830            118
   2           4377           9726           1139           5414            239           9999           5979         13.481
   2           4370           9225            724           5193            161          10000           4485            198
   2           1013           7078           1231           3333            117           9999           3204            216
   2           2349           7547            407           3645            161          10000           4486            195
   2           2956           8974            671           4478            194           9999           4980            176
   2           4428           9920           1020           5659            190           9999           5345            101
   2           1408           6760            374           2970            136           9999           3551         34.359
   2           3149           8781            527           3847            176           9999           4525            126
   2           4508           9958            761           5249            218           9999           6196            112
   2           3833           9007            820           5532            190           9999           4523            220
   2           5980           8851            696           5363            207          10000           5075            231
   2           3258           8546            845           4527            225          10000           5464         22.354
   2           8105           9031            809           9077            209           9999           5184            146
   2           3863           9665            709           5775            211           9999           5188            295
   2           3425           8781            712           6682            190           9999           4672            305
   2           2213           8579            320           3420            164           9999           4712         96.620
   2           4264           9812            609           5881            199          10000           4982            368
   2           1286           7525            528           3055            138           9999           4007            194
   2           2124           6747            242           2931            138           9999           3699            140
   2           5591           9529            732           5590            258           9997           5527         22.924
   2           4822           9476            999           5906            214           9999           5572            137
   2           5622           9404            804           5015            262          10000           7629            139
   2           2910           8130            674           4841            177           9999           4627            132
   2           2338           8000            404           2965            140           9999           3994            175
   2           3605           8659            740           5406            179           9999           4791            131
   2           1522           7696            236           3183            139           9997           3367            153
   2           3201           8769            685           5094            197           9999           4850            114
   2           4923           9042            786           7576            242           9999           5517            165
   2            563           7770            376           1528         91.664           9998           2777         97.784
   2           3865           9809            554           5414            210           9999           4909            276
   2           1617           5736            371           3961            125           9991           3505            178
   2           4542           8537            813           6680            244           9999           5500            139
   2           3138           9026            534           2909            316           9997           4853            105
   2           5024           8929            577           5328            208          10000           4901            155
   2           4302           8714            484           4686            208           9999           4878            135
   2            199           5877            147           2011         65.228           9998           2258         33.620
   2           8393           8915            632           5607            207           9999           4571            259
   2           3352           8891            624           5074            173          10000           4462            249
   2           3303           9303            552           3990            194           9999           4609            170
   2           2351           8544           1267           5838            224           9999           4787            222
   2           2482           9832            680           4899            156           9999           4393            198
   2           3577           8701            712           4136            205          10000           5354         61.612
   2           4451           8501            423           4221            169           9999           4645            182
   2           2779           9964            693           2883            146           9998           4335            172
   2           3218           9145            572           4036            168           9999           3959            228
   2           4832           9540           1935           5228            187           9999           6474         46.471
   2           3778           8276            301           4112            188           9999           4885         74.889
   2           2961           8332            707           4599            188          10000           4667         45.840
   2           6917           8708           1183           4965            188          10000           5120            171
   2           3139           9282            629           4444            208           9996           4803            198
   2           4109           8914            754           7719            215           9999           4950            167
   2           5005           9828            994           7942            230          10000           5492            366
   2           1827           5650            445           2778            107           9999           3295            162
   2           3260           8164            541           3806            183           9999           4507            249
   2           3565           8613            641           3892            196           9998           4523         98.014
   2           2748           8363            568           2931            167           9999           4153            103
   2           9561           9582           1015           7123            197          10000           5563         91.047
   2           3636           9389            600           5996            213           9999           5110            141
   2           7088           9927            733           5608            298           9991           5530            340
   2           4233           9038            747           5639            204          10000           5105            228
   2           4034           9489            742           6404            218           9999           5200            140
   2           4367           8987            757           6058            223          10000           6956         77.944
   2           4168           7853            817           5829            222          10000           5253            159
   2           3202           8430            582           3248            160           9999           4937            147
   2           5336           9823           3791           9775            369           9999           6717            190
   2           4027           8691            429           4926            181           9999           4900            190
   2           4017           9101            729           6930            208           9999           5201            225
   2           2788           8382            378           4073            155          10000           4473            106
   2           3478           8622            494           5690            176           9999           4371         89.124
   2           4575           9141            374           4156            233           9999           5157            219
   2           3530           8056            856           5958            173           9999           4596            148
   2           3525           9195            610           7421            207           9999           4712            337
   2           2854           8146            492           3733            160           9999           4283            156
   2           3187           9161            637           4607            208          10000           5510            118
   2           5289           9058            691           6923            200          10000           4358            250
   2           3626           8034            328           4984            155          10000           4364            252
   2           2152           7815            586           3791            175           9999           4707            271
   2           4398           9629           5613           5449            279           9999           5300            143
   2           4254           9175            940           5138            198           9999           4636            300
   2           4207           8632            673           4452            199           9998           4717            143
   2           2364           7592            398           4531            168           9999           4257            131
   2           6557           9921            806           5635            238          10000           5161            270
   2           1836           7543            646           4398            151           9996           4127            183
   2           8478           9952            921           5650            244          10000           5156            176
   2           5445           9973           1103           9764            282           9999           6562            254
   2           3385           7864            997           3792            155           9998           4323            174
   2           2201           7299            160           2628            141           9997           3711         62.862
   2           5167           9065            681           4887            220           9999           5446            266
   2           2082           7754            767           3495            163           9998           4516            166
   2           1710           5252            104           2792            103          10000           3275            119
   2           3222           9845            739           4704            199          10000           4958            190
   2            937           7308            194           2435            110           9997           3101            113
   2           3080           8586            647           4048            173           9999           4552            102
   2           2792           8623            568           4556            164           9999           5009         76.615
   2           3122           8341            246           3304            179           9999           4517            181
   2           5691           9411            742           6778            235          10000           5381         69.455
   2           4420           8924            701           6913            220          10000           5406            118
   2           7474           9935           4379           8301            265          10000           5609            311
   2           4296           8615            685           8685            200           9999           4785            226
   2           2669           7868            532           5697            155          10000           4860            133
   2           2315           6857            689           4184            137           9998           3491            158
   2           2583           7912            534           4162            158          10000           4337            211
   2           7372           8493            967           4816            199           9999           5109         31.951
   2           9538           9524            896           8015            232          10000           5323            155
   2           4276           9334            703           5928            224           9998           4780            297
   2           6243           9690            654           6074            221          10000           5785            107
   2           4565           9352            965           6081            215           9999           5347            317
   2           4446           9386           1148           7378            227           9999           5031            193
   2           8449           9079            719           7180            245           9999           5483            246
   2           3443           8964            662           9027            199          10000           5251            137
   2           2963           8038            305           3913            158           9999           4494            134
   2            930           7005            380           3030            126           9997           3587         35.851
   2           2751           7488            354           5338            185           9999           4638            110
   2           4049           9345            870           4818            213           9999           5399            154
   2           3682           8899            626           4503            196           9997           4695            121
   2           2830           8760            859           5001            197           9999           4710            107
   2           2403           7828            354           3973            162           9999           4567            101
   2           3707           9330           1071           5451            208           9997           4634            241
   2           2858           7706            274           3479            154           9999           3987            175
   2           2526           7873            485           4136            180           9999           4210            310
   2           4264           8768            712           4277            222           9998           4050            288
   2           4323           8943            872           9411            171          10000           5145            490
   2           2751           9915            749           5002            185          10000           4731            152
   2           3638           9203            694           8079            212           9999           5020            100
   2           6334           9769            452           6666            274           9999           5235            146
   2           4820           9657           2585           6526            227           9999           5270            240
   2           2131           8567           1999           5408            176           9999           4388            220
   2           2347           6442            478           3462            137           9998           3745            121
   2           3208           8151            442           3593            140           9999           3791            122
   2           3396           7860            763           5207            164           9999           4505            170
   2           4674           9336            745           5754            191          10000           4875            171
   2           3269           8712            551           4391            181           9999           5169         70.946
   2           2008           8232            623           3280            134          10000           3936            141
   2           2605           8507            525           4075            180           9999           4491            187
   2           4821           9078           1186           4619            175          10000           4789            201
   2           3416           9143           1079           4387            178          10000           4848            283
   2           3584           9912            302           6382            220           9999           5159            134
   2           7042           9181            800           7201            240           9998           5419            269
   2           3045           9599            576           5123            183          10000           4283            410
   2           3463           9069            653           9261            179          10000           5244         77.585
   2           3257           7714            485           4320            178           9999           4064            397
   2           3535           8739            474           4881            221          10000           4544            196
   2           3095           9543            624           4993            196           9999           4322            197
   2           3821           8609            673           5416            244           9987           4761         82.015
   2           5239           9221            831           8417            238          10000           4731            237
   2           4466           8694            648           4149            191          10000           4773         92.350
   2           3945           9492            762           5452            192           9999           4690            253
   2           4043           9278            709           9100            184           9999           4797            263
   2           5073           9136            636           5242            180           9999           4732            246
   2           2350           6286            173           3224            118           9998           3428            132
   2           5395           9749           1182           6045            203          10000           5797            118
   2           4133           9532            548           9494            225          10000           5179            235
   2           3044           8050            347           3625            138           9998           4211         18.607
   2           2211           9101            397           4537            174          10000           5060            167
   2           1100           6427            167           2342            100           9998           3000            125
   2           3447           9654           1117           5534            225           9999           5790         95.908
   2           4108           8911            959           5636            190          10000           4844            154
   2           4154           8223            647           4403            190           9998           4549            131
   2           3524           6815            537           4407            158           9999           4422            246
   2           3261           7930            568           5479            177           9999           5020         56.700
   2           3566           8666            525           4593            201           9998           4609            159
   2           2351           8243            464           5125            176           9998           4557            140
   2           3665           9563            637           4539            203           9999           4725            194
   2           3371           8942            808           4933            204          10000           4980            132
   2           8389           9978           1555           5515            360          10000           5806            185
   2           3259           8714            625           3577            198           9999           4906            108
